GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	BZÖ	GRÜNE	FRANK	NEOS	KPÖ	PIRAT	CPÖ	WANDL	M	EUAUS	SLP
31224	Rußbach	1105	897	867	30	197	340	179	28	57	34	24	5	3	0	0	0	0	0
31226	Sierndorf	3052	2287	2240	47	476	807	422	65	205	108	110	19	28	0	0	0	0	0
31227	Spillern	1704	1246	1222	24	431	215	258	29	136	70	55	9	19	0	0	0	0	0
31228	Stetteldorf am Wagram	850	657	642	15	120	286	115	11	49	31	26	2	2	0	0	0	0	0
31229	Stetten	1038	781	763	18	273	182	156	20	57	20	47	3	5	0	0	0	0	0
31230	Stockerau	12360	8536	8352	184	2715	1727	1760	244	986	339	448	72	61	0	0	0	0	0
31234	Niederhollabrunn	1260	993	971	22	191	337	194	29	102	51	49	6	12	0	0	0	0	0
31299	Wahlkarten - Korneuburg	0	4885	4800	85	1136	1545	682	119	720	221	293	51	33	0	0	0	0	0
31300	Krems (Land)	45978	38614	37617	997	9051	14219	6398	979	3378	1541	1523	268	260	0	0	0	0	0
31301	Aggsbach	577	428	420	8	160	112	87	10	23	14	9	4	1	0	0	0	0	0
31302	Albrechtsberg an der Großen Krems	886	679	662	17	183	315	82	6	35	24	9	3	5	0	0	0	0	0
31303	Bergern im Dunkelsteinerwald	1058	837	809	28	190	349	132	18	56	22	30	8	4	0	0	0	0	0
31304	Dürnstein	749	605	587	18	115	254	98	15	59	18	23	5	0	0	0	0	0	0
31308	Grafenegg	2434	1913	1857	56	426	712	313	52	169	91	71	8	15	0	0	0	0	0
31309	Furth bei Göttweig	2340	1778	1733	45	522	529	278	40	185	72	77	13	17	0	0	0	0	0
31310	Gedersdorf	1748	1428	1384	44	432	416	297	31	94	61	42	4	7	0	0	0	0	0
31311	Gföhl	3133	2326	2250	76	540	862	427	56	148	113	80	14	10	0	0	0	0	0
31315	Hadersdorf-Kammern	1619	1197	1172	25	375	304	224	37	98	61	56	5	12	0	0	0	0	0
31319	Jaidhof	947	731	711	20	136	337	118	13	52	23	23	6	3	0	0	0	0	0
31321	Krumau am Kamp	647	471	456	15	104	203	82	5	24	19	11	5	3	0	0	0	0	0
31322	Langenlois	6073	4487	4370	117	911	1451	859	158	496	181	237	27	50	0	0	0	0	0
31323	Lengenfeld	1155	923	889	34	222	304	153	22	81	48	42	6	11	0	0	0	0	0
31324	Lichtenau im Waldviertel	1681	1331	1290	41	220	711	200	22	42	40	28	20	7	0	0	0	0	0
31326	Maria Laach am Jauerling	753	580	560	20	99	283	75	18	46	22	10	4	3	0	0	0	0	0
31327	Mautern an der Donau	2801	2021	1975	46	469	657	370	51	217	75	98	23	15	0	0	0	0	0
31330	Mühldorf	1165	875	843	32	269	339	118	12	42	39	17	3	4	0	0	0	0	0
31333	Paudorf	2039	1546	1515	31	567	383	261	34	140	61	58	7	4	0	0	0	0	0
31336	Rastenfeld	1190	941	920	21	172	398	217	33	46	28	16	1	9	0	0	0	0	0
31337	Rohrendorf bei Krems	1585	1263	1237	26	327	390	216	28	153	51	61	6	5	0	0	0	0	0
31338	Rossatz-Arnsdorf	897	707	694	13	196	283	82	13	56	25	29	6	4	0	0	0	0	0
31340	St. Leonhard am Hornerwald	965	733	716	17	118	384	120	14	32	26	11	4	7	0	0	0	0	0
31343	Senftenberg	1610	1183	1154	29	353	386	178	26	108	41	48	9	5	0	0	0	0	0
31344	Spitz	1375	1072	1046	26	209	474	164	49	44	52	48	2	4	0	0	0	0	0
31346	Straß im Straßertale	1254	984	965	19	201	407	144	27	87	36	49	5	9	0	0	0	0	0
31347	Stratzing	702	537	525	12	105	243	84	9	46	15	20	3	0	0	0	0	0	0
31350	Weinzierl am Walde	1096	833	809	24	169	434	130	17	17	20	15	7	0	0	0	0	0	0
31351	Weißenkirchen in der Wachau	1194	952	927	25	210	401	131	20	79	36	38	4	8	0	0	0	0	0
31355	Schönberg am Kamp	1527	1227	1195	32	219	433	226	38	127	59	75	12	6	0	0	0	0	0
31356	Droß	778	616	603	13	120	194	112	21	74	31	42	5	4	0	0	0	0	0
31399	Wahlkarten - Krems (Land)	0	3410	3343	67	712	1271	420	84	502	137	150	39	28	0	0	0	0	0
31400	Lilienfeld	20876	17321	16864	457	5721	5131	2912	429	1199	823	390	163	96	0	0	0	0	0
31401	Annaberg	460	336	330	6	81	172	40	9	11	8	8	1	0	0	0	0	0	0
31402	Eschenau	1074	767	736	31	157	304	129	20	49	42	20	9	6	0	0	0	0	0
31403	Hainfeld	2924	2140	2091	49	798	549	401	38	128	101	46	18	12	0	0	0	0	0
31404	Hohenberg	1219	912	895	17	432	181	135	25	52	36	20	9	5	0	0	0	0	0
31405	Kaumberg	776	580	570	10	97	229	122	25	32	39	19	6	1	0	0	0	0	0
31406	Kleinzell	698	542	528	14	76	285	98	8	17	23	13	6	2	0	0	0	0	0
31407	Lilienfeld	2153	1546	1503	43	427	463	274	45	160	65	32	25	12	0	0	0	0	0
31408	Mitterbach am Erlaufsee	442	311	302	9	66	137	65	11	7	8	7	0	1	0	0	0	0	0
31409	Ramsau	648	497	480	17	110	180	99	13	16	31	26	2	3	0	0	0	0	0
31410	Rohrbach an der Gölsen	1332	1035	999	36	282	345	170	34	93	50	15	4	6	0	0	0	0	0
31411	St. Aegyd am Neuwalde	1707	1235	1192	43	565	299	162	30	66	43	11	9	7	0	0	0	0	0
31412	St. Veit an der Gölsen	3176	2486	2411	75	858	681	409	54	172	144	60	21	12	0	0	0	0	0
31413	Traisen	2661	1939	1889	50	877	287	385	39	133	81	39	33	15	0	0	0	0	0
31414	Türnitz	1606	1204	1176	28	324	449	220	38	52	58	27	5	3	0	0	0	0	0
31499	Wahlkarten - Lilienfeld	0	1791	1762	29	571	570	203	40	211	94	47	15	11	0	0	0	0	0
31500	Melk	61676	50837	49674	1163	13493	17504	9313	1219	4010	1989	1494	300	352	0	0	0	0	0
31502	Artstetten-Pöbring	964	714	691	23	143	361	93	24	35	15	16	2	2	0	0	0	0	0
31503	Bergland	1481	1108	1091	17	220	504	192	19	64	49	28	7	8	0	0	0	0	0
31504	Bischofstetten	958	794	778	16	230	295	125	13	57	24	30	0	4	0	0	0	0	0
31505	Blindenmarkt	1947	1407	1365	42	281	391	373	52	104	76	58	22	8	0	0	0	0	0
31506	Dorfstetten	473	341	337	4	107	132	70	5	11	10	2	0	0	0	0	0	0	0
31507	Dunkelsteinerwald	1892	1475	1450	25	276	514	368	42	110	56	58	20	6	0	0	0	0	0
31508	Erlauf	855	656	641	15	169	219	127	22	39	37	16	7	5	0	0	0	0	0
31509	Golling an der Erlauf	1221	860	845	15	445	58	204	19	51	39	15	10	4	0	0	0	0	0
31511	Hofamt Priel	1378	1075	1046	29	312	394	162	25	86	37	23	2	5	0	0	0	0	0
31513	Hürm	1412	1022	1001	21	114	548	172	29	64	31	26	7	10	0	0	0	0	0
31514	Kilb	2063	1581	1529	52	237	672	261	43	160	77	56	12	11	0	0	0	0	0
31515	Kirnberg an der Mank	826	694	673	21	59	390	104	18	49	24	22	4	3	0	0	0	0	0
31516	Klein-Pöchlarn	809	590	579	11	249	137	99	16	39	23	6	2	8	0	0	0	0	0
31517	Krummnußbaum	1167	850	830	20	303	245	126	26	65	42	14	4	5	0	0	0	0	0
31519	Leiben	1098	778	761	17	311	206	138	16	43	16	18	8	5	0	0	0	0	0
31520	Loosdorf	3059	2165	2111	54	771	415	528	49	153	98	77	12	8	0	0	0	0	0
31521	Mank	2509	1837	1788	49	256	797	330	49	211	75	49	8	13	0	0	0	0	0
31522	Marbach an der Donau	1333	939	921	18	407	212	145	21	43	46	30	3	14	0	0	0	0	0
31523	Maria Taferl	714	567	563	4	158	217	97	9	38	17	17	9	1	0	0	0	0	0
31524	Melk	4122	2902	2849	53	632	946	548	78	376	106	128	11	24	0	0	0	0	0
31525	Münichreith-Laimbach	1378	1031	995	36	343	349	178	17	41	37	20	3	7	0	0	0	0	0
31527	Neumarkt an der Ybbs	1480	1068	1050	18	351	262	229	32	82	49	33	6	6	0	0	0	0	0
31528	Nöchling	832	642	638	4	132	374	66	8	31	16	9	2	0	0	0	0	0	0
31530	Persenbeug-Gottsdorf	1868	1310	1282	28	560	236	239	26	104	54	41	15	7	0	0	0	0	0
31531	Petzenkirchen	1035	750	731	19	299	149	163	19	52	32	12	1	4	0	0	0	0	0
31533	Pöchlarn	3051	1963	1922	41	640	443	423	67	180	77	71	15	6	0	0	0	0	0
31534	Pöggstall	2078	1471	1432	39	320	614	276	28	72	71	35	5	11	0	0	0	0	0
31535	Raxendorf	878	671	656	15	152	342	95	14	14	24	9	1	5	0	0	0	0	0
31537	Ruprechtshofen	1832	1407	1356	51	148	593	376	27	115	43	37	8	9	0	0	0	0	0
31539	St. Leonhard am Forst	2548	1893	1841	52	289	708	483	40	163	70	64	9	15	0	0	0	0	0
31540	St. Martin-Karlsbach	1437	1099	1072	27	341	356	187	19	78	44	34	8	5	0	0	0	0	0
31541	St. Oswald	884	652	632	20	143	364	62	14	18	14	7	8	2	0	0	0	0	0
31542	Schönbühel-Aggsbach	873	644	628	16	150	199	138	26	43	29	29	4	10	0	0	0	0	0
31543	Schollach	771	625	617	8	160	232	142	7	51	14	8	3	0	0	0	0	0	0
31546	Weiten	889	614	597	17	123	320	79	11	20	22	11	3	8	0	0	0	0	0
31549	Ybbs an der Donau	4332	3027	2956	71	1257	568	584	75	211	133	83	17	28	0	0	0	0	0
31550	Zelking-Matzleinsdorf	1019	809	796	13	198	316	117	27	65	26	34	2	11	0	0	0	0	0
31551	Texingtal	1276	1011	976	35	117	564	118	28	76	40	22	3	8	0	0	0	0	0
31552	Yspertal	1507	1134	1109	25	351	422	182	37	51	34	24	2	6	0	0	0	0	0
31553	Emmersdorf an der Donau	1427	1047	1023	24	277	365	158	22	101	43	38	6	13	0	0	0	0	0
31599	Wahlkarten - Melk	0	5614	5516	98	1462	2075	756	100	644	219	184	29	47	0	0	0	0	0
31600	Mistelbach	60542	50276	49109	1167	12314	18579	8801	1111	3933	2046	1673	348	304	0	0	0	0	0
31601	Altlichtenwarth	629	445	434	11	112	193	78	6	14	18	5	5	3	0	0	0	0	0
31603	Asparn an der Zaya	1410	1086	1065	21	301	388	196	22	68	42	34	8	6	0	0	0	0	0
31604	Bernhardsthal	1374	1037	1016	21	366	342	189	15	37	47	14	4	2	0	0	0	0	0
31605	Bockfließ	1057	845	820	25	244	266	142	14	70	39	25	9	11	0	0	0	0	0
31606	Drasenhofen	885	671	654	17	102	348	110	24	13	32	20	4	1	0	0	0	0	0
31608	Falkenstein	376	294	285	9	30	167	22	8	35	13	7	3	0	0	0	0	0	0
31609	Fallbach	688	525	518	7	72	346	39	7	30	14	8	1	1	0	0	0	0	0
31611	Gaubitsch	743	604	583	21	63	374	80	12	15	21	17	0	1	0	0	0	0	0
31612	Gaweinstal	2997	2213	2168	45	617	783	440	32	127	86	63	11	9	0	0	0	0	0
31613	Gnadendorf	938	738	724	14	133	381	105	11	41	27	22	2	2	0	0	0	0	0
31614	Großebersdorf	1805	1388	1361	27	308	451	310	46	98	79	51	12	6	0	0	0	0	0
31615	Großengersdorf	1147	936	914	22	333	315	163	13	54	12	16	5	3	0	0	0	0	0
31616	Großharras	969	719	694	25	148	324	127	8	37	26	16	5	3	0	0	0	0	0
31617	Großkrut	1320	1034	1007	27	259	402	217	19	40	39	20	6	5	0	0	0	0	0
31620	Hausbrunn	699	560	552	8	256	136	107	6	14	15	6	9	3	0	0	0	0	0
31621	Herrnbaumgarten	798	629	623	6	84	307	131	28	29	18	18	6	2	0	0	0	0	0
31622	Hochleithen	931	732	723	9	210	258	133	16	36	33	31	3	3	0	0	0	0	0
31627	Kreuttal	1189	913	889	24	253	283	143	28	78	50	37	9	8	0	0	0	0	0
31628	Kreuzstetten	1265	929	906	23	234	277	176	17	103	55	31	4	9	0	0	0	0	0
31629	Laa an der Thaya	5151	3781	3683	98	1114	1128	747	94	274	164	121	23	18	0	0	0	0	0
31630	Ladendorf	1821	1371	1337	34	318	560	251	19	95	45	30	14	5	0	0	0	0	0
31633	Mistelbach	9026	6546	6379	167	1649	2071	1146	165	650	278	321	53	46	0	0	0	0	0
31634	Neudorf bei Staatz	1139	861	832	29	249	296	168	16	34	36	25	5	3	0	0	0	0	0
31636	Niederleis	725	536	522	14	173	169	93	9	40	24	10	4	0	0	0	0	0	0
31642	Pillichsdorf	922	742	723	19	165	277	98	23	84	27	31	10	8	0	0	0	0	0
31644	Poysdorf	4434	3335	3256	79	694	1442	604	78	153	151	94	19	21	0	0	0	0	0
31645	Rabensburg	925	639	619	20	300	66	164	15	12	39	12	4	7	0	0	0	0	0
31646	Schrattenberg	683	519	497	22	89	269	78	18	10	21	7	1	4	0	0	0	0	0
31649	Staatz	1676	1255	1221	34	354	477	218	21	61	51	24	10	5	0	0	0	0	0
31650	Stronsdorf	1383	1105	1079	26	154	554	229	18	41	41	31	2	9	0	0	0	0	0
31651	Ulrichskirchen-Schleinbach	2070	1600	1562	38	455	424	299	51	180	68	63	11	11	0	0	0	0	0
31652	Unterstinkenbrunn	473	344	338	6	54	183	50	10	16	14	5	2	4	0	0	0	0	0
31653	Wildendürnbach	1294	1001	978	23	149	522	174	20	37	45	24	3	4	0	0	0	0	0
31654	Wilfersdorf	1726	1325	1290	35	393	440	261	24	71	42	46	5	8	0	0	0	0	0
31655	Wolkersdorf im Weinviertel	5369	4123	4048	75	872	1325	650	101	676	142	209	38	35	0	0	0	0	0
31658	Ottenthal	505	405	397	8	50	234	69	12	12	8	6	5	1	0	0	0	0	0
31699	Wahlkarten - Mistelbach	0	4490	4412	78	957	1801	594	85	548	184	173	33	37	0	0	0	0	0
31700	Mödling	88214	70605	69489	1116	16339	18116	11233	2150	10581	3355	6473	656	586	0	0	0	0	0
31701	Achau	974	729	714	15	233	141	137	26	88	31	46	6	6	0	0	0	0	0
31702	Biedermannsdorf	2259	1627	1589	38	349	438	255	70	234	88	128	11	16	0	0	0	0	0
31703	Breitenfurt bei Wien	4678	3473	3417	56	780	864	573	131	485	197	320	39	28	0	0	0	0	0
31704	Brunn am Gebirge	8504	6083	5983	100	1612	1338	1071	163	887	241	558	66	47	0	0	0	0	0
31706	Gaaden	1245	924	909	15	177	251	150	49	133	44	93	6	6	0	0	0	0	0
31707	Gießhübl	1621	1174	1164	10	206	372	120	50	196	52	155	2	11	0	0	0	0	0
31709	Gumpoldskirchen	2848	2084	2054	30	464	558	292	69	367	89	187	13	15	0	0	0	0	0
31710	Guntramsdorf	6861	5081	4994	87	1620	854	1084	136	611	282	322	41	44	0	0	0	0	0
31711	Hennersdorf	1177	909	896	13	301	203	154	20	88	67	46	14	3	0	0	0	0	0
31712	Hinterbrühl	2989	2102	2078	24	317	827	216	52	312	100	226	12	16	0	0	0	0	0
31713	Kaltenleutgeben	2555	1892	1862	30	575	342	404	58	206	69	184	15	9	0	0	0	0	0
31714	Laab im Walde	922	676	670	6	140	207	70	13	141	18	59	12	10	0	0	0	0	0
31715	Laxenburg	2188	1488	1461	27	318	442	209	61	204	72	130	8	17	0	0	0	0	0
31716	Maria Enzersdorf	6583	4471	4408	63	628	1452	589	149	810	192	521	32	35	0	0	0	0	0
31717	Mödling	15175	10061	9891	170	2057	2635	1469	282	1783	455	1008	119	83	0	0	0	0	0
31718	Münchendorf	2142	1590	1566	24	476	300	368	60	163	70	102	12	15	0	0	0	0	0
31719	Perchtoldsdorf	11587	8121	7973	148	1440	2430	1140	240	1209	366	1008	67	73	0	0	0	0	0
31723	Vösendorf	4912	3238	3196	42	1053	465	818	97	322	189	191	28	33	0	0	0	0	0
31725	Wiener Neudorf	6977	4846	4765	81	1564	837	979	154	566	257	313	56	39	0	0	0	0	0
31726	Wienerwald	2017	1525	1504	21	319	487	254	61	161	83	107	17	15	0	0	0	0	0
31799	Wahlkarten - Mödling	0	8511	8395	116	1710	2673	881	209	1615	393	769	80	65	0	0	0	0	0
31800	Neunkirchen	68505	54694	53598	1096	17782	14364	11064	1424	3953	2580	1734	354	343	0	0	0	0	0
31801	Altendorf	259	200	195	5	20	109	39	6	10	5	1	5	0	0	0	0	0	0
31802	Aspang-Markt	1570	1169	1146	23	339	422	208	36	57	45	32	2	5	0	0	0	0	0
31803	Aspangberg-St. Peter	1582	1149	1122	27	242	502	223	35	42	45	28	3	2	0	0	0	0	0
31804	Breitenau	1174	931	914	17	381	183	197	27	45	41	33	5	2	0	0	0	0	0
31805	Breitenstein	280	184	177	7	56	52	35	4	6	19	2	1	2	0	0	0	0	0
31806	Buchbach	296	226	225	1	89	67	26	5	15	12	7	1	3	0	0	0	0	0
31807	Edlitz	762	564	549	15	128	219	96	19	36	27	20	2	2	0	0	0	0	0
31808	Enzenreith	1574	1142	1129	13	395	242	259	27	100	51	40	8	7	0	0	0	0	0
31809	Feistritz am Wechsel	885	712	700	12	129	308	153	21	43	25	14	2	5	0	0	0	0	0
31810	Gloggnitz	4736	3197	3124	73	1117	601	774	92	241	147	109	25	18	0	0	0	0	0
31811	Grafenbach-St. Valentin	1783	1377	1341	36	515	278	313	37	80	54	46	10	8	0	0	0	0	0
31812	Grimmenstein	1123	825	802	23	234	311	126	22	43	38	16	5	7	0	0	0	0	0
31813	Grünbach am Schneeberg	1291	943	928	15	370	170	197	28	62	54	28	13	6	0	0	0	0	0
31814	Kirchberg am Wechsel	1911	1474	1453	21	212	696	308	37	83	68	33	6	10	0	0	0	0	0
31815	Mönichkirchen	530	372	364	8	78	162	69	10	12	20	6	2	5	0	0	0	0	0
31817	Natschbach-Loipersbach	1399	1064	1042	22	256	368	201	41	88	46	33	5	4	0	0	0	0	0
31818	Neunkirchen	9027	5923	5831	92	2197	1159	1272	119	523	275	199	46	41	0	0	0	0	0
31820	Otterthal	464	370	365	5	111	122	72	11	19	23	6	1	0	0	0	0	0	0
31821	Payerbach	1798	1282	1259	23	451	253	271	44	108	61	54	10	7	0	0	0	0	0
31823	Pitten	2075	1465	1435	30	451	347	291	30	111	95	80	11	19	0	0	0	0	0
31825	Prigglitz	389	298	295	3	69	111	64	10	17	14	10	0	0	0	0	0	0	0
31826	Puchberg am Schneeberg	2227	1634	1601	33	564	449	285	44	87	99	49	10	14	0	0	0	0	0
31827	Raach am Hochgebirge	239	183	178	5	26	112	18	4	5	5	6	1	1	0	0	0	0	0
31829	Reichenau an der Rax	2119	1565	1529	36	472	374	336	53	116	101	53	11	13	0	0	0	0	0
31830	St. Corona am Wechsel	307	222	217	5	13	127	53	2	11	7	4	0	0	0	0	0	0	0
31831	St. Egyden am Steinfeld	1541	1112	1095	17	311	288	259	32	70	69	48	8	10	0	0	0	0	0
31832	Scheiblingkirchen-Thernberg	1551	1188	1164	24	240	515	199	30	79	48	39	5	9	0	0	0	0	0
31833	Schottwien	540	394	385	9	91	119	103	12	20	19	11	7	3	0	0	0	0	0
31834	Schrattenbach	296	235	227	8	48	84	39	8	17	19	11	1	0	0	0	0	0	0
31835	Schwarzau am Steinfeld	1454	1083	1064	19	416	225	228	30	65	42	39	5	14	0	0	0	0	0
31836	Schwarzau im Gebirge	539	410	397	13	174	92	67	10	18	22	9	4	1	0	0	0	0	0
31837	Seebenstein	1123	834	814	20	277	177	193	21	61	39	35	6	5	0	0	0	0	0
31838	Semmering	468	279	274	5	74	86	67	6	15	14	8	1	3	0	0	0	0	0
31839	Ternitz	11681	8396	8223	173	3721	1042	1959	193	596	369	222	67	54	0	0	0	0	0
31840	Thomasberg	1022	800	771	29	183	314	162	14	31	41	20	4	2	0	0	0	0	0
31841	Trattenbach	450	345	339	6	57	169	79	8	15	7	2	1	1	0	0	0	0	0
31842	Bürg-Vöstenhof	142	123	116	7	27	42	24	4	8	8	3	0	0	0	0	0	0	0
31843	Warth	1285	1020	986	34	218	454	157	25	68	29	31	2	2	0	0	0	0	0
31844	Wartmannstetten	1344	1097	1077	20	241	444	169	36	73	54	49	3	8	0	0	0	0	0
31845	Willendorf	768	578	564	14	159	130	128	18	65	44	13	4	3	0	0	0	0	0
31846	Wimpassing im Schwarzatale	1268	902	882	20	462	84	202	10	66	29	14	14	1	0	0	0	0	0
31847	Würflach	1294	1008	989	19	324	286	179	24	68	57	36	8	7	0	0	0	0	0
31848	Zöbern	1180	939	920	19	152	453	140	57	45	45	16	3	9	0	0	0	0	0
31849	Höflein an der Hohen Wand	759	584	578	6	221	99	122	18	61	27	24	2	4	0	0	0	0	0
31899	Wahlkarten - Neunkirchen	0	4896	4812	84	1471	1517	702	104	552	221	195	24	26	0	0	0	0	0
31900	Sankt Pölten (Land)	77553	63913	62428	1485	16971	19477	11484	1603	6277	2956	2670	515	475	0	0	0	0	0
31901	Altlengbach	2233	1575	1538	37	404	394	351	60	119	108	70	16	16	0	0	0	0	0
31902	Asperhofen	1678	1192	1162	30	185	429	285	35	94	76	43	5	10	0	0	0	0	0
31903	Böheimkirchen	3923	2964	2886	78	803	869	524	83	303	147	110	16	31	0	0	0	0	0
31904	Brand-Laaben	980	707	692	15	126	242	149	22	63	37	37	6	10	0	0	0	0	0
31905	Eichgraben	3386	2393	2339	54	552	507	428	77	383	133	208	26	25	0	0	0	0	0
31906	Frankenfels	1652	1336	1282	54	324	601	206	27	62	25	23	6	8	0	0	0	0	0
31907	Gerersdorf	730	564	550	14	116	273	66	12	47	23	13	0	0	0	0	0	0	0
31909	Hofstetten-Grünau	2110	1676	1625	51	340	712	279	25	128	72	50	9	10	0	0	0	0	0
31910	Hafnerbach	1311	1037	1018	19	229	423	163	23	108	35	27	7	3	0	0	0	0	0
31911	Haunoldstein	847	668	649	19	174	217	141	8	49	27	22	7	4	0	0	0	0	0
31912	Herzogenburg	6051	4570	4470	100	1792	899	897	89	392	186	153	37	25	0	0	0	0	0
31913	Inzersdorf-Getzersdorf	1203	960	945	15	252	289	218	26	73	49	28	6	4	0	0	0	0	0
31915	Kapelln	1117	863	846	17	137	352	175	34	54	39	40	11	4	0	0	0	0	0
31916	Karlstetten	1691	1313	1282	31	335	406	259	27	126	47	57	18	7	0	0	0	0	0
31917	Kasten bei Böheimkirchen	1067	831	811	20	151	261	158	27	97	51	49	5	12	0	0	0	0	0
31918	Kirchberg an der Pielach	2582	1999	1941	58	416	729	371	51	181	110	60	16	7	0	0	0	0	0
31919	Kirchstetten	1674	1157	1129	28	284	348	208	37	114	63	54	13	8	0	0	0	0	0
31920	Loich	495	374	366	8	103	157	49	10	17	22	4	1	3	0	0	0	0	0
31921	Maria-Anzbach	2241	1600	1566	34	347	445	279	56	243	76	89	19	12	0	0	0	0	0
31922	Markersdorf-Haindorf	1635	1228	1213	15	288	480	238	12	117	36	30	9	3	0	0	0	0	0
31923	Michelbach	736	574	553	21	49	255	107	11	42	31	48	5	5	0	0	0	0	0
31925	Neidling	1231	963	940	23	241	290	165	30	106	49	33	15	11	0	0	0	0	0
31926	Neulengbach	6182	4244	4166	78	936	1149	797	134	526	236	312	41	35	0	0	0	0	0
31927	Neustift-Innermanzing	1194	821	807	14	187	231	175	27	74	39	55	10	9	0	0	0	0	0
31928	Nußdorf ob der Traisen	1420	1161	1126	35	314	382	221	29	80	56	31	6	7	0	0	0	0	0
31929	Ober-Grafendorf	3654	2819	2752	67	992	685	493	66	239	106	132	18	21	0	0	0	0	0
31930	Obritzberg-Rust	1824	1453	1415	38	295	589	232	41	97	78	63	14	6	0	0	0	0	0
31932	Prinzersdorf	1269	990	967	23	286	300	146	34	120	22	40	5	14	0	0	0	0	0
31934	Pyhra	2767	2073	2029	44	385	858	329	61	197	89	73	21	16	0	0	0	0	0
31935	Rabenstein an der Pielach	2008	1581	1532	49	409	564	286	31	106	71	40	17	8	0	0	0	0	0
31938	St. Margarethen an der Sierning	867	673	653	20	112	330	92	11	49	31	20	5	3	0	0	0	0	0
31939	Schwarzenbach an der Pielach	327	270	262	8	65	124	45	5	3	13	6	0	1	0	0	0	0	0
31940	Statzendorf	1079	864	848	16	315	227	149	24	60	35	24	7	7	0	0	0	0	0
31941	Stössing	613	441	430	11	58	206	67	13	37	25	16	4	4	0	0	0	0	0
31943	Traismauer	4526	3383	3288	95	1229	745	664	63	292	136	120	20	19	0	0	0	0	0
31945	Weinburg	1087	892	874	18	373	194	160	25	48	43	22	2	7	0	0	0	0	0
31946	Weißenkirchen an der Perschling	1069	812	791	21	103	358	162	20	50	61	28	5	4	0	0	0	0	0
31947	Wilhelmsburg	5137	3684	3599	85	1291	755	780	93	342	164	107	34	33	0	0	0	0	0
31948	Wölbling	1957	1495	1456	39	480	438	263	32	116	59	45	8	15	0	0	0	0	0
31999	Wahlkarten - Sankt Pölten (Land)	0	5713	5630	83	1493	1764	707	112	923	250	288	45	48	0	0	0	0	0
32000	Scheibbs	33381	27895	27157	738	6236	11171	4415	767	2383	1133	724	155	173	0	0	0	0	0
32001	Gaming	2628	1896	1842	54	799	432	312	41	102	80	51	13	12	0	0	0	0	0
32002	Göstling an der Ybbs	1713	1317	1289	28	372	503	198	37	76	62	27	8	6	0	0	0	0	0
32003	Gresten	1606	1171	1132	39	326	361	174	41	125	46	39	10	10	0	0	0	0	0
32004	Gresten-Land	1216	969	948	21	133	581	111	24	51	33	10	1	4	0	0	0	0	0
32005	Lunz am See	1549	1168	1146	22	373	380	176	49	63	65	31	6	3	0	0	0	0	0
32006	Oberndorf an der Melk	2405	1895	1842	53	202	1032	336	35	114	70	44	5	4	0	0	0	0	0
32007	Puchenstuben	258	182	179	3	66	69	26	3	5	4	3	3	0	0	0	0	0	0
32008	Purgstall an der Erlauf	4303	3172	3082	90	607	1260	575	88	284	158	79	18	13	0	0	0	0	0
32009	Randegg	1554	1232	1197	35	157	672	171	19	90	43	30	4	11	0	0	0	0	0
32010	Reinsberg	823	677	643	34	83	347	120	11	43	19	12	5	3	0	0	0	0	0
32011	St. Anton an der Jeßnitz	1013	765	741	24	128	399	99	26	30	37	14	5	3	0	0	0	0	0
32012	St. Georgen an der Leys	1099	859	819	40	91	453	184	24	31	20	4	5	7	0	0	0	0	0
32013	Scheibbs	3507	2566	2484	82	621	906	324	72	330	99	96	18	18	0	0	0	0	0
32014	Steinakirchen am Forst	1892	1482	1441	41	201	717	221	40	145	53	42	10	12	0	0	0	0	0
32015	Wang	1050	845	820	25	127	409	161	18	48	29	19	3	6	0	0	0	0	0
32016	Wieselburg	2937	2112	2074	38	771	426	414	66	233	73	65	6	20	0	0	0	0	0
32017	Wieselburg-Land	2642	2034	1982	52	443	758	395	66	140	102	59	10	9	0	0	0	0	0
32018	Wolfpassing	1186	948	940	8	115	473	161	36	96	32	24	2	1	0	0	0	0	0
32099	Wahlkarten - Scheibbs	0	2605	2556	49	621	993	257	71	377	108	75	23	31	0	0	0	0	0
32100	Tulln	56214	45657	44639	1018	11226	14050	8390	1275	4791	2108	2149	330	320	0	0	0	0	0
32101	Absdorf	1445	1098	1066	32	336	359	159	17	96	50	42	3	4	0	0	0	0	0
32104	Atzenbrugg	2198	1649	1599	50	321	633	331	38	129	62	61	9	15	0	0	0	0	0
32106	Fels am Wagram	1715	1282	1254	28	377	388	266	38	76	56	44	5	4	0	0	0	0	0
32107	Grafenwörth	2504	1866	1820	46	543	588	354	44	116	85	68	10	12	0	0	0	0	0
32109	Großriedenthal	810	647	629	18	142	309	94	14	27	21	18	4	0	0	0	0	0	0
32110	Großweikersdorf	2522	1895	1836	59	463	612	423	42	150	79	51	6	10	0	0	0	0	0
32112	Judenau-Baumgarten	1624	1256	1232	24	281	408	246	29	130	66	54	9	9	0	0	0	0	0
32114	Kirchberg am Wagram	2800	2213	2175	38	567	775	370	62	199	89	88	15	10	0	0	0	0	0
32115	Königsbrunn am Wagram	1066	813	791	22	249	279	120	21	44	39	31	5	3	0	0	0	0	0
