GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	SPÖ	ÖVP	FPÖ	GRÜNE	NEOS	PILZ	GILT	FLÖ	KPÖ	WEIßE	SLP	EUAUS	M	CPÖ	NBZ	ODP
41007	Hörsching	4545	3265	3238	27	921	854	1061	95	150	93	40	8	8	8	0	0	0	0	0	0
41008	Hofkirchen im Traunkreis	1412	1038	1028	10	307	293	280	38	65	30	7	0	7	1	0	0	0	0	0	0
41009	Kematen an der Krems	2050	1454	1443	11	367	482	426	34	81	34	10	0	6	3	0	0	0	0	0	0
41010	Kirchberg-Thening	1923	1451	1435	16	483	355	356	69	90	60	16	0	6	0	0	0	0	0	0	0
41011	Kronstorf	2609	1958	1938	20	636	521	551	38	101	62	21	2	4	2	0	0	0	0	0	0
41012	Leonding	20788	14067	13944	123	4627	3553	3407	566	915	618	141	8	79	28	2	0	0	0	0	0
41013	St. Florian	5042	3571	3544	27	952	1261	779	126	216	157	33	4	13	2	1	0	0	0	0	0
41014	Neuhofen an der Krems	4760	3105	3073	32	936	825	788	140	173	149	29	4	17	11	1	0	0	0	0	0
41015	Niederneukirchen	1657	1178	1173	5	269	481	278	47	56	28	12	0	1	1	0	0	0	0	0	0
41016	Oftering	1618	1245	1237	8	390	366	337	24	48	44	16	0	11	0	1	0	0	0	0	0
41017	Pasching	5476	3970	3931	39	1336	965	1109	122	209	131	37	2	13	6	1	0	0	0	0	0
41018	Piberbach	1480	1054	1043	11	282	333	287	36	37	42	14	4	6	2	0	0	0	0	0	0
41019	Pucking	3137	2310	2277	33	589	602	818	55	129	55	14	1	4	10	0	0	0	0	0	0
41020	St. Marien	3755	2664	2632	32	735	878	639	68	171	86	39	2	10	2	2	0	0	0	0	0
41021	Traun	16066	10859	10751	108	4108	2281	3121	278	374	370	114	11	77	15	2	0	0	0	0	0
41022	Wilhering	4622	3367	3333	34	1003	1076	648	153	250	146	32	2	14	9	0	0	0	0	0	0
41099	Wahlkarten - Linz-Land	0	12811	12725	86	4130	3779	2408	672	801	629	163	17	88	32	6	0	0	0	0	0
41100	Perg	52523	44740	44133	607	12722	15123	11222	1285	1744	1314	422	33	187	73	8	0	0	0	0	0
41101	Allerheiligen im Mühlkreis	984	780	770	10	196	305	202	14	23	22	5	1	1	1	0	0	0	0	0	0
41102	Arbing	1141	855	847	8	219	303	215	24	37	33	12	2	2	0	0	0	0	0	0	0
41103	Baumgartenberg	1342	956	945	11	157	351	352	18	37	25	1	1	2	1	0	0	0	0	0	0
41104	Dimbach	816	603	598	5	133	255	168	5	12	12	7	2	2	2	0	0	0	0	0	0
41105	Grein	2368	1548	1526	22	396	538	437	33	59	49	12	0	1	0	1	0	0	0	0	0
41106	Katsdorf	2443	1832	1812	20	563	564	412	74	106	57	20	0	15	1	0	0	0	0	0	0
41107	Klam	737	483	474	9	80	172	166	9	10	22	11	1	2	1	0	0	0	0	0	0
41108	Bad Kreuzen	1776	1262	1232	30	124	660	326	40	26	27	17	0	5	7	0	0	0	0	0	0
41109	Langenstein	1971	1509	1490	19	618	339	399	33	46	38	8	1	7	1	0	0	0	0	0	0
41110	Luftenberg an der Donau	3237	2351	2326	25	848	540	661	66	81	75	31	1	17	6	0	0	0	0	0	0
41111	Mauthausen	3642	2549	2508	41	997	604	587	74	145	67	19	0	10	4	1	0	0	0	0	0
41112	Mitterkirchen im Machland	1355	960	948	12	211	394	262	18	30	23	8	0	2	0	0	0	0	0	0	0
41113	Münzbach	1303	965	947	18	121	457	297	10	32	16	7	3	3	1	0	0	0	0	0	0
41114	Naarn im Machlande	2790	2169	2135	34	564	801	602	20	85	36	18	2	4	3	0	0	0	0	0	0
41115	Pabneukirchen	1329	966	953	13	165	426	283	17	34	15	8	1	2	1	1	0	0	0	0	0
41116	Perg	6196	4375	4321	54	1274	1387	1141	132	204	122	32	4	21	4	0	0	0	0	0	0
41117	Rechberg	756	592	588	4	82	347	92	13	14	30	5	0	1	4	0	0	0	0	0	0
41118	Ried in der Riedmark	3340	2495	2468	27	851	822	536	83	106	47	13	2	7	1	0	0	0	0	0	0
41119	St. Georgen am Walde	1673	1245	1221	24	320	465	345	13	27	34	9	2	5	1	0	0	0	0	0	0
41120	St. Georgen an der Gusen	3183	2400	2367	33	926	589	517	107	89	92	25	2	17	3	0	0	0	0	0	0
41121	St. Nikola an der Donau	559	404	400	4	84	184	92	9	12	11	5	0	2	1	0	0	0	0	0	0
41122	St. Thomas am Blasenstein	747	551	538	13	73	320	103	9	11	6	9	0	1	4	2	0	0	0	0	0
41123	Saxen	1420	1073	1053	20	247	340	347	22	45	28	20	0	2	2	0	0	0	0	0	0
41124	Schwertberg	3990	2918	2871	47	1057	777	695	88	105	103	26	2	7	10	1	0	0	0	0	0
41125	Waldhausen im Strudengau	2298	1676	1655	21	458	615	454	23	44	43	13	0	3	2	0	0	0	0	0	0
41126	Windhaag bei Perg	1127	811	800	11	125	373	218	22	27	23	4	2	2	3	1	0	0	0	0	0
41199	Wahlkarten - Perg	0	6412	6340	72	1833	2195	1313	309	297	258	77	4	44	9	1	0	0	0	0	0
41200	Ried im Innkreis	46489	37535	37053	482	7396	13392	11872	1243	1631	940	318	38	138	78	7	0	0	0	0	0
41201	Andrichsfurt	603	421	411	10	43	192	137	9	17	10	1	0	2	0	0	0	0	0	0	0
41202	Antiesenhofen	815	470	465	5	99	157	176	10	13	7	2	0	0	1	0	0	0	0	0	0
41203	Aurolzmünster	2291	1479	1462	17	324	425	582	25	53	23	16	2	7	4	1	0	0	0	0	0
41204	Eberschwang	2693	1804	1782	22	473	471	658	53	58	42	12	3	7	5	0	0	0	0	0	0
41205	Eitzing	633	447	440	7	89	167	144	11	18	5	2	0	3	1	0	0	0	0	0	0
41206	Geiersberg	434	281	274	7	47	117	86	10	7	2	0	0	4	1	0	0	0	0	0	0
41207	Geinberg	1083	642	632	10	95	238	242	15	18	14	6	0	1	3	0	0	0	0	0	0
41208	Gurten	942	586	582	4	114	225	198	11	11	14	7	0	2	0	0	0	0	0	0	0
41209	Hohenzell	1743	1224	1205	19	181	509	341	40	86	36	4	3	1	3	1	0	0	0	0	0
41210	Kirchdorf am Inn	489	363	358	5	53	172	116	6	8	2	0	0	1	0	0	0	0	0	0	0
41211	Kirchheim im Innkreis	578	430	422	8	55	175	158	5	12	11	2	1	0	3	0	0	0	0	0	0
41212	Lambrechten	1063	796	785	11	85	341	293	17	22	15	6	2	0	4	0	0	0	0	0	0
41213	Lohnsburg am Kobernaußerwald	1816	1201	1190	11	180	472	430	25	38	24	12	0	3	6	0	0	0	0	0	0
41214	Mehrnbach	1865	1161	1143	18	186	408	439	31	46	23	6	2	2	0	0	0	0	0	0	0
41215	Mettmach	1934	1360	1342	18	226	416	578	15	38	35	24	4	3	3	0	0	0	0	0	0
41216	Mörschwang	267	196	194	2	20	102	36	16	13	6	0	0	1	0	0	0	0	0	0	0
41217	Mühlheim am Inn	526	400	396	4	99	135	132	8	10	4	4	0	3	1	0	0	0	0	0	0
41218	Neuhofen im Innkreis	1914	1309	1291	18	293	448	384	51	74	27	5	1	6	2	0	0	0	0	0	0
41219	Obernberg am Inn	1131	644	639	5	147	159	275	21	17	14	5	0	0	1	0	0	0	0	0	0
41220	Ort im Innkreis	948	647	641	6	93	227	260	15	21	16	6	1	0	2	0	0	0	0	0	0
41221	Pattigham	718	511	506	5	80	215	157	12	19	17	6	0	0	0	0	0	0	0	0	0
41222	Peterskirchen	569	423	415	8	46	211	114	10	15	12	3	0	4	0	0	0	0	0	0	0
41223	Pramet	835	590	584	6	110	221	203	8	14	13	9	0	4	2	0	0	0	0	0	0
41224	Reichersberg	1139	781	770	11	132	295	284	17	22	16	4	0	0	0	0	0	0	0	0	0
41225	Ried im Innkreis	8352	5100	5036	64	1361	1420	1493	223	294	173	43	3	24	2	0	0	0	0	0	0
41226	St. Georgen bei Obernberg am Inn	454	333	331	2	45	186	71	5	13	10	1	0	0	0	0	0	0	0	0	0
41227	St. Marienkirchen am Hausruck	688	544	537	7	70	224	177	7	31	18	5	2	2	0	1	0	0	0	0	0
41228	St. Martin im Innkreis	1356	867	857	10	181	295	285	26	38	20	7	3	2	0	0	0	0	0	0	0
41229	Schildorn	954	631	626	5	136	239	181	16	28	12	8	0	5	1	0	0	0	0	0	0
41230	Senftenbach	589	413	405	8	83	151	126	6	24	8	4	0	1	2	0	0	0	0	0	0
41231	Taiskirchen im Innkreis	1946	1463	1442	21	249	595	435	59	56	24	12	2	6	3	1	0	0	0	0	0
41232	Tumeltsham	1243	838	827	11	128	335	260	30	48	18	6	1	1	0	0	0	0	0	0	0
41233	Utzenaich	1197	847	836	11	151	348	255	27	31	13	6	0	5	0	0	0	0	0	0	0
41234	Waldzell	1752	1237	1211	26	249	447	438	17	32	18	4	2	2	2	0	0	0	0	0	0
41235	Weilbach	472	330	327	3	44	159	99	10	8	4	1	1	1	0	0	0	0	0	0	0
41236	Wippenham	457	340	334	6	93	104	98	15	14	9	0	0	0	1	0	0	0	0	0	0
41299	Wahlkarten - Ried im Innkreis	0	6426	6355	71	1336	2391	1531	361	364	225	79	5	35	25	3	0	0	0	0	0
41300	Rohrbach	46100	38744	38189	555	7326	16575	9695	1251	1689	981	403	27	176	61	5	0	0	0	0	0
41301	Afiesl	317	248	244	4	42	90	85	3	10	7	6	0	0	1	0	0	0	0	0	0
41302	Ahorn	421	323	322	1	58	136	87	5	22	6	6	0	1	1	0	0	0	0	0	0
41304	Altenfelden	1815	1334	1323	11	261	471	410	39	73	36	26	1	4	2	0	0	0	0	0	0
41305	Arnreit	900	723	713	10	98	369	173	15	32	14	5	0	4	3	0	0	0	0	0	0
41306	Atzesberg	369	296	294	2	37	147	93	4	5	5	2	0	0	1	0	0	0	0	0	0
41307	Auberg	436	348	341	7	42	178	83	13	18	4	2	1	0	0	0	0	0	0	0	0
41309	Haslach an der Mühl	2061	1470	1436	34	429	510	318	63	58	33	13	1	9	2	0	0	0	0	0	0
41310	Helfenberg	780	582	573	9	142	203	156	17	24	17	9	0	4	1	0	0	0	0	0	0
41311	Hörbich	336	280	271	9	21	137	87	2	9	6	6	0	1	2	0	0	0	0	0	0
41312	Hofkirchen im Mühlkreis	1203	840	832	8	148	351	222	35	39	27	4	0	6	0	0	0	0	0	0	0
41313	Julbach	1271	901	889	12	265	338	217	7	36	16	9	1	0	0	0	0	0	0	0	0
41314	Kirchberg ob der Donau	870	641	631	10	142	258	173	11	28	9	4	0	5	1	0	0	0	0	0	0
41315	Klaffer am Hochficht	1077	770	767	3	159	295	273	14	12	12	1	0	1	0	0	0	0	0	0	0
41316	Kleinzell im Mühlkreis	1285	890	880	10	231	362	191	32	34	20	5	1	4	0	0	0	0	0	0	0
41317	Kollerschlag	1201	886	875	11	123	422	287	9	19	8	5	1	0	1	0	0	0	0	0	0
41318	Lembach im Mühlkreis	1260	879	862	17	161	360	256	20	28	22	13	1	1	0	0	0	0	0	0	0
41319	Lichtenau im Mühlkreis	417	279	273	6	38	143	77	6	5	3	0	0	1	0	0	0	0	0	0	0
41320	Nebelberg	498	398	392	6	99	194	72	7	8	9	1	0	2	0	0	0	0	0	0	0
41321	Neufelden	953	660	654	6	137	273	145	32	30	23	3	1	8	2	0	0	0	0	0	0
41322	Niederkappel	794	602	592	10	67	306	169	11	23	7	7	0	1	1	0	0	0	0	0	0
41323	Niederwaldkirchen	1468	1036	1024	12	169	477	233	29	61	36	12	1	5	1	0	0	0	0	0	0
41324	Oberkappel	520	357	347	10	34	196	86	5	10	10	4	0	0	2	0	0	0	0	0	0
41325	Oepping	1287	949	938	11	134	437	260	28	39	30	6	0	2	1	1	0	0	0	0	0
41326	Peilstein im Mühlviertel	1276	969	956	13	169	476	236	15	30	19	8	2	0	1	0	0	0	0	0	0
41327	Pfarrkirchen im Mühlkreis	1175	880	867	13	99	456	241	25	23	16	4	1	1	1	0	0	0	0	0	0
41328	Putzleinsdorf	1243	926	910	16	109	464	234	20	44	22	10	0	5	2	0	0	0	0	0	0
41329	Neustift im Mühlkreis	1151	803	789	14	153	434	126	23	31	12	5	1	2	2	0	0	0	0	0	0
41331	St. Johann am Wimberg	825	585	580	5	100	248	187	10	17	7	9	0	1	1	0	0	0	0	0	0
41332	St. Martin im Mühlkreis	2995	2195	2162	33	448	902	557	61	106	61	20	0	5	1	1	0	0	0	0	0
41333	St. Oswald bei Haslach	412	307	300	7	72	125	66	7	18	7	5	0	0	0	0	0	0	0	0	0
41334	St. Peter am Wimberg	1446	1086	1068	18	185	556	221	26	49	20	5	1	5	0	0	0	0	0	0	0
41335	St. Stefan am Walde	667	542	531	11	101	252	115	21	16	20	2	1	2	1	0	0	0	0	0	0
41336	St. Ulrich im Mühlkreis	497	387	381	6	56	171	86	22	26	12	4	0	4	0	0	0	0	0	0	0
41337	St. Veit im Mühlkreis	975	747	736	11	130	329	199	22	29	13	9	0	2	2	1	0	0	0	0	0
41338	Sarleinsbach	1845	1390	1368	22	191	690	331	58	54	21	14	0	4	5	0	0	0	0	0	0
41340	Schönegg	462	345	340	5	99	106	95	11	17	2	7	0	2	1	0	0	0	0	0	0
41341	Schwarzenberg am Böhmerwald	457	344	340	4	56	148	115	6	8	5	1	0	1	0	0	0	0	0	0	0
41342	Ulrichsberg	2362	1666	1645	21	333	666	476	47	65	36	13	1	7	1	0	0	0	0	0	0
41343	Aigen-Schlägl	2598	1705	1686	19	340	686	462	57	73	43	13	1	9	2	0	0	0	0	0	0
41344	Rohrbach-Berg	4175	2835	2774	61	507	1143	717	127	133	91	33	4	14	5	0	0	0	0	0	0
41399	Wahlkarten - Rohrbach	0	5340	5283	57	1141	2070	1078	286	327	214	92	6	53	14	2	0	0	0	0	0
41400	Schärding	44612	36866	36457	409	6829	14018	12115	971	1240	797	266	28	124	57	12	0	0	0	0	0
41401	Altschwendt	530	428	427	1	99	173	115	14	13	4	5	0	2	2	0	0	0	0	0	0
41402	Andorf	4074	3059	3018	41	666	992	1131	64	75	54	24	3	5	4	0	0	0	0	0	0
41403	Brunnenthal	1559	1078	1064	14	192	364	388	40	41	22	10	1	6	0	0	0	0	0	0	0
41404	Diersbach	1294	930	924	6	169	357	304	30	25	25	6	1	7	0	0	0	0	0	0	0
41405	Dorf an der Pram	842	612	608	4	99	316	145	7	25	10	0	1	0	1	4	0	0	0	0	0
41406	Eggerding	1058	800	793	7	104	338	282	10	27	20	5	0	4	3	0	0	0	0	0	0
41407	Engelhartszell	766	449	447	2	84	164	150	14	13	14	6	0	2	0	0	0	0	0	0	0
41408	Enzenkirchen	1450	1035	1021	14	181	327	433	8	33	29	6	1	1	2	0	0	0	0	0	0
41409	Esternberg	2359	1674	1650	24	217	670	623	35	48	40	10	2	0	4	1	0	0	0	0	0
41410	Freinberg	1010	603	597	6	103	292	165	13	9	8	2	0	1	3	1	0	0	0	0	0
41411	Kopfing im Innkreis	1625	1179	1164	15	152	466	463	23	23	21	7	2	5	2	0	0	0	0	0	0
41412	Mayrhof	244	197	195	2	21	103	64	1	4	0	1	0	0	1	0	0	0	0	0	0
41413	Münzkirchen	2126	1499	1482	17	224	593	537	33	40	33	12	1	3	5	1	0	0	0	0	0
41414	Raab	1796	1267	1250	17	185	448	495	46	43	17	5	1	8	2	0	0	0	0	0	0
41415	Rainbach im Innkreis	1175	895	881	14	143	354	306	20	30	18	5	0	3	2	0	0	0	0	0	0
41416	Riedau	1602	1008	993	15	285	274	319	31	43	32	8	0	1	0	0	0	0	0	0	0
41417	St. Aegidi	1288	987	974	13	119	442	352	21	19	7	8	2	3	1	0	0	0	0	0	0
41418	St. Florian am Inn	2331	1593	1586	7	390	520	540	28	50	38	8	3	8	1	0	0	0	0	0	0
41419	St. Marienkirchen bei Schärding	1431	943	938	5	130	381	356	12	24	22	6	0	4	3	0	0	0	0	0	0
41420	St. Roman	1455	1102	1084	18	90	469	444	11	43	18	5	0	3	1	0	0	0	0	0	0
41421	St. Willibald	942	732	721	11	109	242	303	22	20	15	6	1	3	0	0	0	0	0	0	0
41422	Schärding	3778	2173	2153	20	613	603	688	68	75	73	25	0	4	4	0	0	0	0	0	0
41423	Schardenberg	1722	1247	1236	11	142	610	382	26	53	14	6	0	3	0	0	0	0	0	0	0
41424	Sigharting	668	504	498	6	49	222	195	5	19	3	4	0	1	0	0	0	0	0	0	0
41425	Suben	938	617	611	6	131	238	182	16	21	18	4	0	0	0	1	0	0	0	0	0
41426	Taufkirchen an der Pram	2317	1613	1598	15	354	548	578	31	57	21	4	0	4	1	0	0	0	0	0	0
41427	Vichtenstein	457	322	319	3	35	142	117	6	11	4	3	0	1	0	0	0	0	0	0	0
41428	Waldkirchen am Wesen	995	746	731	15	150	339	195	9	17	15	5	0	1	0	0	0	0	0	0	0
41429	Wernstein am Inn	1219	845	835	10	183	337	249	13	31	13	3	4	0	2	0	0	0	0	0	0
41430	Zell an der Pram	1561	1116	1096	20	180	496	281	46	38	32	14	1	5	3	0	0	0	0	0	0
41499	Wahlkarten - Schärding	0	5613	5563	50	1230	2198	1333	268	270	157	53	4	36	10	4	0	0	0	0	0
41500	Steyr-Land	48067	40829	40353	476	11359	13530	10306	1227	1788	1384	457	39	182	76	5	0	0	0	0	0
41501	Adlwang	1432	990	970	20	161	429	273	23	41	28	11	0	2	2	0	0	0	0	0	0
41502	Aschach an der Steyr	1868	1345	1322	23	356	480	275	50	93	50	8	1	7	2	0	0	0	0	0	0
41503	Bad Hall	3981	2537	2492	45	636	818	687	85	121	105	24	2	10	4	0	0	0	0	0	0
41504	Dietach	2469	1849	1824	25	545	605	415	89	83	62	18	0	6	1	0	0	0	0	0	0
41505	Gaflenz	1517	1141	1131	10	226	488	311	19	51	16	17	0	3	0	0	0	0	0	0	0
41506	Garsten	5287	3708	3666	42	1011	1133	993	161	154	137	47	3	18	8	1	0	0	0	0	0
41507	Großraming	2187	1649	1629	20	504	592	372	47	51	39	13	3	4	4	0	0	0	0	0	0
41508	Laussa	1023	817	804	13	194	305	235	13	18	27	10	1	1	0	0	0	0	0	0	0
41509	Losenstein	1294	897	891	6	294	279	230	31	25	17	8	1	2	4	0	0	0	0	0	0
41510	Maria Neustift	1282	1001	987	14	139	466	302	10	26	21	14	3	3	3	0	0	0	0	0	0
41511	Pfarrkirchen bei Bad Hall	1796	1288	1279	9	346	422	364	28	58	35	15	0	8	3	0	0	0	0	0	0
41512	Reichraming	1471	1096	1083	13	514	214	276	19	23	19	9	3	3	3	0	0	0	0	0	0
41513	Rohr im Kremstal	1067	741	738	3	174	273	212	13	30	28	6	0	0	2	0	0	0	0	0	0
41514	St. Ulrich bei Steyr	2461	1760	1740	20	414	652	438	58	75	69	25	2	4	3	0	0	0	0	0	0
41515	Schiedlberg	996	708	702	6	104	398	144	9	25	19	2	0	1	0	0	0	0	0	0	0
41516	Sierning	7358	5318	5251	67	1790	1347	1540	99	203	176	58	5	28	4	1	0	0	0	0	0
41517	Ternberg	2782	1998	1974	24	553	651	510	51	100	76	17	3	8	5	0	0	0	0	0	0
41518	Waldneukirchen	1779	1317	1306	11	274	500	358	34	69	41	17	1	8	4	0	0	0	0	0	0
41521	Wolfern	2587	1814	1798	16	469	684	463	34	65	57	17	0	7	2	0	0	0	0	0	0
41522	Weyer	3430	2398	2372	26	777	664	658	65	79	83	27	3	13	3	0	0	0	0	0	0
41599	Wahlkarten - Steyr-Land	0	6457	6394	63	1878	2130	1250	289	398	279	94	8	46	19	3	0	0	0	0	0
41600	Urfahr-Umgebung	67796	58666	57928	738	15022	20848	12146	2834	3459	2450	651	41	374	94	9	0	0	0	0	0
41601	Alberndorf in der Riedmark	3190	2395	2350	45	514	868	672	71	102	74	34	0	10	5	0	0	0	0	0	0
41602	Altenberg bei Linz	3601	2706	2670	36	534	1243	503	118	157	84	18	2	9	2	0	0	0	0	0	0
41603	Bad Leonfelden	3295	2424	2380	44	446	1044	592	61	123	77	24	5	7	1	0	0	0	0	0	0
41604	Eidenberg	1682	1254	1231	23	241	586	231	40	65	41	16	0	7	4	0	0	0	0	0	0
41605	Engerwitzdorf	7034	5153	5089	64	1429	1588	1207	224	297	243	60	8	26	7	0	0	0	0	0	0
41606	Feldkirchen an der Donau	4398	3213	3164	49	925	999	821	108	149	120	19	1	16	6	0	0	0	0	0	0
41607	Gallneukirchen	5196	3553	3519	34	1249	951	645	202	241	157	44	0	22	6	2	0	0	0	0	0
41608	Goldwörth	697	492	488	4	105	190	121	24	28	13	5	1	1	0	0	0	0	0	0	0
41609	Gramastetten	4148	2911	2876	35	647	1127	561	135	224	123	29	5	18	6	1	0	0	0	0	0
41610	Haibach im Mühlkreis	742	545	535	10	118	208	129	15	27	26	8	1	1	2	0	0	0	0	0	0
41611	Hellmonsödt	1820	1252	1240	12	317	431	294	49	94	38	10	0	6	1	0	0	0	0	0	0
41612	Herzogsdorf	2075	1456	1434	22	257	629	377	43	57	51	12	0	7	1	0	0	0	0	0	0
41613	Kirchschlag bei Linz	1705	1177	1163	14	262	443	259	54	75	47	13	1	9	0	0	0	0	0	0	0
41614	Lichtenberg	2154	1561	1549	12	384	600	262	82	122	77	14	1	7	0	0	0	0	0	0	0
41615	Oberneukirchen	2592	1876	1844	32	351	752	457	93	104	43	26	2	13	3	0	0	0	0	0	0
41616	Ottenschlag im Mühlkreis	425	334	330	4	75	138	92	9	5	5	4	0	2	0	0	0	0	0	0	0
41617	Ottensheim	3676	2590	2568	22	750	798	388	252	170	139	38	2	27	4	0	0	0	0	0	0
41618	Puchenau	3669	2452	2433	19	728	755	420	132	199	160	16	0	19	3	1	0	0	0	0	0
41619	Reichenau im Mühlkreis	1048	778	763	15	168	289	199	24	27	39	10	0	6	1	0	0	0	0	0	0
41620	Reichenthal	1187	895	883	12	201	388	200	20	39	14	11	1	6	3	0	0	0	0	0	0
41621	St. Gotthard im Mühlkreis	1076	772	763	9	199	273	174	33	41	34	6	0	3	0	0	0	0	0	0	0
41622	Schenkenfelden	1287	929	907	22	170	475	180	12	45	17	4	1	3	0	0	0	0	0	0	0
41623	Sonnberg im Mühlkreis	773	595	587	8	147	207	142	22	33	24	9	0	1	2	0	0	0	0	0	0
41624	Steyregg	3893	2809	2796	13	975	761	692	89	142	95	26	1	10	4	1	0	0	0	0	0
41625	Vorderweißenbach	1693	1254	1227	27	186	622	301	35	40	20	13	1	8	1	0	0	0	0	0	0
41626	Walding	3370	2375	2343	32	737	789	442	119	120	84	32	0	17	3	0	0	0	0	0	0
41627	Zwettl an der Rodl	1370	1051	1038	13	237	408	201	73	56	45	9	2	6	1	0	0	0	0	0	0
41699	Wahlkarten - Urfahr-Umgebung	0	9864	9758	106	2670	3286	1584	695	677	560	141	6	107	28	4	0	0	0	0	0
41700	Vöcklabruck	102530	84196	83136	1060	20812	26941	23236	3070	3858	3363	788	84	425	547	12	0	0	0	0	0
41701	Ampflwang im Hausruckwald	2617	1881	1857	24	742	377	562	29	63	50	24	1	1	8	0	0	0	0	0	0
41702	Attersee am Attersee	1291	846	837	9	218	307	174	28	65	30	2	0	9	4	0	0	0	0	0	0
41703	Attnang-Puchheim	5803	3533	3498	35	1348	704	1027	118	108	126	28	2	23	13	1	0	0	0	0	0
41704	Atzbach	939	733	717	16	72	315	242	22	34	22	4	0	2	4	0	0	0	0	0	0
41705	Aurach am Hongar	1363	999	988	11	228	261	371	14	22	30	13	2	6	41	0	0	0	0	0	0
41706	Berg im Attergau	806	588	581	7	69	301	153	15	21	15	3	0	2	2	0	0	0	0	0	0
41707	Desselbrunn	1442	1057	1038	19	284	346	312	18	39	28	6	2	3	0	0	0	0	0	0	0
41708	Fornach	762	591	574	17	65	295	161	8	17	10	9	1	0	8	0	0	0	0	0	0
41709	Frankenburg am Hausruck	3905	2952	2893	59	794	846	952	62	103	79	29	7	3	17	1	0	0	0	0	0
41710	Frankenmarkt	2725	1983	1945	38	416	699	591	55	86	67	13	3	7	8	0	0	0	0	0	0
41711	Gampern	2297	1750	1713	37	324	621	481	68	72	103	15	0	8	21	0	0	0	0	0	0
41712	Innerschwand am Mondsee	917	613	609	4	56	311	137	35	31	29	2	0	6	2	0	0	0	0	0	0
41713	Lenzing	3885	2652	2610	42	978	413	918	61	78	110	25	1	10	16	0	0	0	0	0	0
41714	Manning	655	485	478	7	116	164	117	18	20	27	7	0	5	4	0	0	0	0	0	0
41715	Mondsee	2556	1462	1454	8	285	542	360	66	98	70	18	3	9	2	1	0	0	0	0	0
41716	Neukirchen an der Vöckla	2068	1533	1509	24	309	558	454	43	60	58	14	0	10	3	0	0	0	0	0	0
41717	Niederthalheim	864	682	676	6	87	251	233	29	32	21	14	0	4	5	0	0	0	0	0	0
41718	Nußdorf am Attersee	908	605	596	9	80	270	168	10	33	23	5	1	2	4	0	0	0	0	0	0
41719	Oberhofen am Irrsee	1228	879	864	15	163	382	226	19	37	29	3	3	1	1	0	0	0	0	0	0
41720	Oberndorf bei Schwanenstadt	1120	837	826	11	217	223	295	27	30	22	7	2	1	2	0	0	0	0	0	0
41721	Oberwang	1328	950	936	14	61	501	302	10	32	12	6	1	3	8	0	0	0	0	0	0
41722	Ottnang am Hausruck	3060	2205	2175	30	580	649	721	62	72	53	20	0	6	11	1	0	0	0	0	0
41723	Pfaffing	1178	857	841	16	242	275	215	23	37	23	9	2	3	12	0	0	0	0	0	0
41724	Pilsbach	531	389	384	5	110	145	88	11	15	7	0	0	3	5	0	0	0	0	0	0
41725	Pitzenberg	420	327	324	3	75	124	92	7	8	12	1	0	1	4	0	0	0	0	0	0
41726	Pöndorf	1862	1310	1288	22	261	508	423	9	28	38	9	0	6	6	0	0	0	0	0	0
41727	Puchkirchen am Trattberg	792	602	594	8	130	238	130	10	38	33	3	0	4	8	0	0	0	0	0	0
41728	Pühret	494	369	360	9	86	123	113	18	9	7	1	0	2	1	0	0	0	0	0	0
41729	Redleiten	410	267	261	6	55	81	101	9	5	4	1	2	1	2	0	0	0	0	0	0
41730	Redlham	1211	872	860	12	237	272	249	28	30	28	9	0	5	2	0	0	0	0	0	0
41731	Regau	5056	3707	3664	43	992	1004	1131	131	148	133	42	4	21	58	0	0	0	0	0	0
41732	Rüstorf	1661	1146	1133	13	292	325	388	32	46	37	9	3	0	0	1	0	0	0	0	0
41733	Rutzenham	219	163	160	3	20	69	41	9	8	6	0	1	2	3	1	0	0	0	0	0
41734	St. Georgen im Attergau	3165	2180	2146	34	370	753	706	66	119	102	18	2	5	5	0	0	0	0	0	0
41735	St. Lorenz	1866	1237	1219	18	164	550	321	43	71	49	13	0	3	5	0	0	0	0	0	0
41736	Schlatt	1106	706	696	10	160	230	210	27	27	31	6	3	0	2	0	0	0	0	0	0
41737	Schörfling am Attersee	2729	1771	1760	11	497	461	514	65	95	82	15	2	13	14	2	0	0	0	0	0
41738	Schwanenstadt	2930	1968	1949	19	540	517	597	106	93	59	19	2	9	7	0	0	0	0	0	0
41739	Seewalchen am Attersee	4373	2995	2964	31	885	796	814	102	159	135	33	2	13	25	0	0	0	0	0	0
41740	Steinbach am Attersee	671	481	473	8	86	194	98	34	25	23	1	0	2	10	0	0	0	0	0	0
41741	Straß im Attergau	1136	830	815	15	114	321	292	17	33	18	8	1	4	7	0	0	0	0	0	0
41742	Tiefgraben	2933	1799	1782	17	271	815	474	45	97	62	11	1	2	4	0	0	0	0	0	0
41743	Timelkam	4408	3141	3091	50	1001	781	859	95	138	151	34	4	11	17	0	0	0	0	0	0
41744	Ungenach	1187	921	913	8	149	362	267	37	45	31	6	0	4	12	0	0	0	0	0	0
41745	Unterach am Attersee	1126	632	620	12	154	273	119	14	25	19	8	0	4	4	0	0	0	0	0	0
41746	Vöcklabruck	9002	5905	5860	45	1779	1589	1521	256	293	294	48	3	44	31	2	0	0	0	0	0
