V_ID	V_Datum	V_Wochentag	V_Stunde	V_Station	V_Kartenart
25570	2019-02-01T07:49:19	4	7	1002	3
25571	2019-02-01T07:53:52	4	7	1002	2
25572	2019-02-01T07:55:21	4	7	1001	1
25573	2019-02-01T07:58:40	4	7	1001	1
25574	2019-02-01T07:58:41	4	7	1004	2
25575	2019-02-01T07:58:59	4	7	1002	3
25576	2019-02-01T08:00:38	4	8	1001	4
25577	2019-02-01T08:03:49	4	8	1001	2
25578	2019-02-01T08:04:33	4	8	1004	1
25579	2019-02-01T08:04:45	4	8	1004	2
25580	2019-02-01T08:05:06	4	8	1002	2
25581	2019-02-01T08:05:16	4	8	1002	1
25582	2019-02-01T08:07:46	4	8	1001	2
25583	2019-02-01T08:08:00	4	8	1002	3
25584	2019-02-01T08:09:37	4	8	1001	3
25585	2019-02-01T08:09:53	4	8	1001	2
25586	2019-02-01T08:10:07	4	8	1001	3
25587	2019-02-01T08:12:24	4	8	1001	4
25588	2019-02-01T08:13:12	4	8	1001	2
25589	2019-02-01T08:14:08	4	8	1001	3
25590	2019-02-01T08:14:37	4	8	1002	4
25591	2019-02-01T08:15:03	4	8	1004	3
25592	2019-02-01T08:17:48	4	8	1001	2
25593	2019-02-01T08:18:23	4	8	1001	2
25594	2019-02-01T08:21:20	4	8	1004	3
25595	2019-02-01T08:21:36	4	8	1004	4
25596	2019-02-01T08:22:18	4	8	1001	4
25597	2019-02-01T08:22:24	4	8	1002	2
25598	2019-02-01T08:22:33	4	8	1001	2
25599	2019-02-01T08:23:49	4	8	1003	1
25600	2019-02-01T08:24:18	4	8	1001	2
25601	2019-02-01T08:24:25	4	8	1002	1
25602	2019-02-01T08:24:49	4	8	1004	3
25603	2019-02-01T08:28:13	4	8	1001	3
25604	2019-02-01T08:28:56	4	8	1001	1
25605	2019-02-01T08:29:55	4	8	1002	1
25606	2019-02-01T08:30:36	4	8	1001	2
25607	2019-02-01T08:30:48	4	8	1001	3
25608	2019-02-01T08:31:15	4	8	1001	1
25609	2019-02-01T08:31:30	4	8	1004	2
25610	2019-02-01T08:33:06	4	8	1004	1
25611	2019-02-01T08:33:36	4	8	1001	3
25612	2019-02-01T08:36:47	4	8	1004	2
25613	2019-02-01T08:37:07	4	8	1002	3
25614	2019-02-01T08:37:30	4	8	1002	4
25615	2019-02-01T08:37:39	4	8	1002	2
25616	2019-02-01T08:38:16	4	8	1001	4
25617	2019-02-01T08:38:31	4	8	1001	3
25618	2019-02-01T08:39:04	4	8	1001	3
25619	2019-02-01T08:39:19	4	8	1001	3
25620	2019-02-01T08:40:02	4	8	1001	3
25621	2019-02-01T08:40:45	4	8	1002	3
25622	2019-02-01T08:43:08	4	8	1002	2
25623	2019-02-01T08:43:47	4	8	1002	3
25624	2019-02-01T08:44:28	4	8	1002	2
25625	2019-02-01T08:44:54	4	8	1004	3
25626	2019-02-01T08:45:49	4	8	1002	1
25627	2019-02-01T08:46:36	4	8	1001	3
25628	2019-02-01T08:46:53	4	8	1004	1
25629	2019-02-01T08:47:09	4	8	1001	1
25630	2019-02-01T08:48:15	4	8	1002	3
25631	2019-02-01T08:48:17	4	8	1001	2
25632	2019-02-01T08:48:39	4	8	1001	2
25633	2019-02-01T08:49:53	4	8	1002	1
25634	2019-02-01T08:50:32	4	8	1001	4
25635	2019-02-01T08:51:45	4	8	1002	2
25636	2019-02-01T08:51:58	4	8	1002	2
25637	2019-02-01T08:52:16	4	8	1002	4
25638	2019-02-01T08:53:39	4	8	1001	1
25639	2019-02-01T08:53:44	4	8	1004	2
25640	2019-02-01T08:54:12	4	8	1001	2
25641	2019-02-01T08:55:24	4	8	1003	4
25642	2019-02-01T08:55:39	4	8	1002	2
25643	2019-02-01T08:55:52	4	8	1001	1
25644	2019-02-01T08:56:20	4	8	1004	2
25645	2019-02-01T08:56:55	4	8	1001	4
25646	2019-02-01T08:57:31	4	8	1001	4
25647	2019-02-01T08:58:26	4	8	1002	1
25648	2019-02-01T08:58:31	4	8	1001	1
25649	2019-02-01T08:58:45	4	8	1004	2
25650	2019-02-01T08:59:32	4	8	1004	3
25651	2019-02-01T08:59:37	4	8	1001	4
25652	2019-02-01T09:01:14	4	9	1003	3
25653	2019-02-01T09:03:07	4	9	1001	3
25654	2019-02-01T09:03:08	4	9	1001	3
25655	2019-02-01T09:06:21	4	9	1002	2
25656	2019-02-01T09:06:24	4	9	1001	3
25657	2019-02-01T09:06:27	4	9	1001	1
25658	2019-02-01T09:11:22	4	9	1001	1
25659	2019-02-01T09:14:53	4	9	1001	1
25660	2019-02-01T09:16:43	4	9	1001	2
25661	2019-02-01T09:17:46	4	9	1001	3
25662	2019-02-01T09:17:46	4	9	1004	2
25663	2019-02-01T09:18:10	4	9	1004	3
25664	2019-02-01T09:18:27	4	9	1004	2
25665	2019-02-01T09:21:32	4	9	1001	2
25666	2019-02-01T09:22:12	4	9	1004	1
25667	2019-02-01T09:23:08	4	9	1004	2
25668	2019-02-01T09:23:10	4	9	1001	3
25669	2019-02-01T09:25:17	4	9	1004	2
25670	2019-02-01T09:26:11	4	9	1002	3
25671	2019-02-01T09:26:20	4	9	1004	4
25672	2019-02-01T09:27:25	4	9	1002	3
25673	2019-02-01T09:28:14	4	9	1001	3
25674	2019-02-01T09:29:08	4	9	1001	3
25675	2019-02-01T09:29:42	4	9	1001	2
25676	2019-02-01T09:32:02	4	9	1001	2
25677	2019-02-01T09:32:05	4	9	1004	2
25678	2019-02-01T09:32:57	4	9	1001	4
25679	2019-02-01T09:34:46	4	9	1001	4
25680	2019-02-01T09:37:18	4	9	1001	3
25681	2019-02-01T09:38:53	4	9	1002	3
25682	2019-02-01T09:40:22	4	9	1001	4
25683	2019-02-01T09:41:53	4	9	1001	3
25684	2019-02-01T09:45:41	4	9	1001	2
25685	2019-02-01T09:46:46	4	9	1002	2
25686	2019-02-01T09:48:20	4	9	1001	3
25687	2019-02-01T09:49:40	4	9	1001	1
25688	2019-02-01T09:53:29	4	9	1002	3
25689	2019-02-01T09:53:40	4	9	1004	1
25690	2019-02-01T09:55:12	4	9	1001	4
25691	2019-02-01T09:56:00	4	9	1002	4
25692	2019-02-01T09:57:43	4	9	1002	2
25693	2019-02-01T09:59:21	4	9	1004	3
25694	2019-02-01T09:59:52	4	9	1002	2
25695	2019-02-01T10:03:29	4	10	1004	2
25696	2019-02-01T10:06:06	4	10	1001	1
25697	2019-02-01T10:10:26	4	10	1002	1
25698	2019-02-01T10:12:37	4	10	1001	3
25699	2019-02-01T10:14:58	4	10	1001	1
25700	2019-02-01T10:17:17	4	10	1001	4
25701	2019-02-01T10:19:00	4	10	1001	2
25702	2019-02-01T10:24:44	4	10	1004	3
25703	2019-02-01T10:26:04	4	10	1001	2
25704	2019-02-01T10:28:40	4	10	1001	1
25705	2019-02-01T10:30:36	4	10	1004	1
25706	2019-02-01T10:31:07	4	10	1001	2
25707	2019-02-01T10:31:40	4	10	1002	1
25708	2019-02-01T10:32:15	4	10	1001	3
25709	2019-02-01T10:34:36	4	10	1002	2
25710	2019-02-01T10:42:15	4	10	1001	3
25711	2019-02-01T10:42:30	4	10	1001	2
25712	2019-02-01T10:44:08	4	10	1001	2
25713	2019-02-01T10:46:20	4	10	1001	4
25714	2019-02-01T10:47:35	4	10	1002	2
25715	2019-02-01T10:48:55	4	10	1002	4
25716	2019-02-01T10:49:55	4	10	1003	3
25717	2019-02-01T10:50:52	4	10	1004	3
25718	2019-02-01T10:51:25	4	10	1004	2
25719	2019-02-01T10:56:49	4	10	1001	2
25720	2019-02-01T10:57:18	4	10	1002	2
25721	2019-02-01T10:58:14	4	10	1001	3
25722	2019-02-01T11:00:47	4	11	1001	4
25723	2019-02-01T11:02:00	4	11	1002	3
25724	2019-02-01T11:02:43	4	11	1001	2
25725	2019-02-01T11:03:19	4	11	1004	3
25726	2019-02-01T11:04:15	4	11	1001	1
25727	2019-02-01T11:04:29	4	11	1004	2
25728	2019-02-01T11:10:57	4	11	1004	1
25729	2019-02-01T11:21:09	4	11	1002	3
25730	2019-02-01T11:23:56	4	11	1002	4
25731	2019-02-01T11:24:49	4	11	1001	2
25732	2019-02-01T11:28:34	4	11	1001	2
25733	2019-02-01T11:38:44	4	11	1002	2
25734	2019-02-01T11:43:24	4	11	1001	2
25735	2019-02-01T11:43:51	4	11	1001	1
25736	2019-02-01T11:44:04	4	11	1002	2
25737	2019-02-01T11:44:21	4	11	1001	3
25738	2019-02-01T11:45:38	4	11	1001	2
25739	2019-02-01T11:47:02	4	11	1001	3
25740	2019-02-01T11:48:09	4	11	1004	2
25741	2019-02-01T11:54:05	4	11	1001	1
25742	2019-02-01T11:58:59	4	11	1003	3
25743	2019-02-01T11:59:01	4	11	1004	3
25744	2019-02-01T11:59:10	4	11	1001	2
25745	2019-02-01T12:00:52	4	12	1001	1
25746	2019-02-01T12:01:32	4	12	1002	2
25747	2019-02-01T12:04:45	4	12	1001	2
25748	2019-02-01T12:08:07	4	12	1001	1
25749	2019-02-01T12:14:10	4	12	1001	2
25750	2019-02-01T12:14:29	4	12	1001	3
25751	2019-02-01T12:19:36	4	12	1002	2
25752	2019-02-01T12:20:52	4	12	1004	3
25753	2019-02-01T12:22:24	4	12	1002	2
25754	2019-02-01T12:22:29	4	12	1002	3
25755	2019-02-01T12:23:44	4	12	1001	3
25756	2019-02-01T12:24:53	4	12	1004	2
25757	2019-02-01T12:25:38	4	12	1004	3
25758	2019-02-01T12:29:11	4	12	1001	4
25759	2019-02-01T12:31:13	4	12	1001	2
25760	2019-02-01T12:34:23	4	12	1002	2
25761	2019-02-01T12:36:45	4	12	1002	2
25762	2019-02-01T12:38:11	4	12	1001	1
25763	2019-02-01T12:39:17	4	12	1001	2
25764	2019-02-01T12:40:07	4	12	1003	2
25765	2019-02-01T12:42:03	4	12	1001	3
25766	2019-02-01T12:42:05	4	12	1001	1
25767	2019-02-01T12:43:46	4	12	1001	4
25768	2019-02-01T12:44:42	4	12	1001	3
25769	2019-02-01T12:46:05	4	12	1002	2
25770	2019-02-01T12:46:31	4	12	1002	3
25771	2019-02-01T12:48:31	4	12	1003	1
25772	2019-02-01T12:58:00	4	12	1002	3
25773	2019-02-01T12:59:02	4	12	1002	3
25774	2019-02-01T13:01:47	4	13	1001	1
25775	2019-02-01T13:02:32	4	13	1001	2
25776	2019-02-01T13:03:26	4	13	1004	4
25777	2019-02-01T13:04:39	4	13	1004	2
25778	2019-02-01T13:04:40	4	13	1001	2
25779	2019-02-01T13:04:58	4	13	1001	3
25780	2019-02-01T13:07:31	4	13	1001	2
25781	2019-02-01T13:08:43	4	13	1004	2
25782	2019-02-01T13:11:15	4	13	1002	3
25783	2019-02-01T13:11:22	4	13	1001	4
25784	2019-02-01T13:13:00	4	13	1001	1
25785	2019-02-01T13:14:16	4	13	1001	2
25786	2019-02-01T13:19:01	4	13	1004	1
25787	2019-02-01T13:19:06	4	13	1002	2
25788	2019-02-01T13:19:14	4	13	1002	4
25789	2019-02-01T13:22:18	4	13	1001	2
25790	2019-02-01T13:24:50	4	13	1001	2
25791	2019-02-01T13:25:59	4	13	1001	3
25792	2019-02-01T13:27:13	4	13	1001	2
25793	2019-02-01T13:28:10	4	13	1002	2
25794	2019-02-01T13:31:17	4	13	1001	3
25795	2019-02-01T13:33:17	4	13	1004	3
25796	2019-02-01T13:33:48	4	13	1002	2
25797	2019-02-01T13:36:24	4	13	1001	2
25798	2019-02-01T13:38:16	4	13	1001	3
25799	2019-02-01T13:44:54	4	13	1001	2
25800	2019-02-01T13:51:14	4	13	1004	1
25801	2019-02-01T13:52:15	4	13	1002	2
25802	2019-02-01T13:54:10	4	13	1001	3
25803	2019-02-01T13:57:46	4	13	1001	2
25804	2019-02-01T13:58:31	4	13	1004	4
25805	2019-02-01T14:01:22	4	14	1001	4
25806	2019-02-01T14:01:49	4	14	1002	3
25807	2019-02-01T14:04:09	4	14	1002	3
25808	2019-02-01T14:04:15	4	14	1002	2
25809	2019-02-01T14:04:18	4	14	1002	1
25810	2019-02-01T14:05:15	4	14	1001	4
25811	2019-02-01T14:09:14	4	14	1001	1
25812	2019-02-01T14:16:11	4	14	1004	1
25813	2019-02-01T14:22:55	4	14	1004	1
25814	2019-02-01T14:24:51	4	14	1004	1
25815	2019-02-01T14:26:15	4	14	1001	1
25816	2019-02-01T14:26:25	4	14	1001	2
25817	2019-02-01T14:29:59	4	14	1001	1
25818	2019-02-01T14:32:47	4	14	1001	1
25819	2019-02-01T14:34:01	4	14	1001	3
25820	2019-02-01T14:35:42	4	14	1002	3
25821	2019-02-01T14:36:07	4	14	1001	2
25822	2019-02-01T14:44:43	4	14	1003	4
25823	2019-02-01T14:45:27	4	14	1001	2
25824	2019-02-01T14:45:44	4	14	1001	2
25825	2019-02-01T14:47:49	4	14	1001	1
25826	2019-02-01T14:49:55	4	14	1001	2
25827	2019-02-01T14:52:47	4	14	1001	1
25828	2019-02-01T14:54:30	4	14	1001	3
25829	2019-02-01T14:58:32	4	14	1004	4
25830	2019-02-01T14:59:24	4	14	1001	2
25831	2019-02-01T15:00:45	4	15	1004	3
25832	2019-02-01T15:01:08	4	15	1001	2
25833	2019-02-01T15:02:40	4	15	1001	2
25834	2019-02-01T15:07:07	4	15	1004	3
25835	2019-02-01T15:12:27	4	15	1004	2
25836	2019-02-01T15:12:45	4	15	1001	2
25837	2019-02-01T15:19:06	4	15	1004	1
25838	2019-02-01T15:20:16	4	15	1003	3
25839	2019-02-01T15:22:16	4	15	1002	4
25840	2019-02-01T15:24:37	4	15	1002	4
25841	2019-02-01T15:31:41	4	15	1001	2
25842	2019-02-01T15:37:02	4	15	1002	4
25843	2019-02-01T15:40:06	4	15	1004	3
25844	2019-02-01T15:43:38	4	15	1001	1
25845	2019-02-01T15:44:46	4	15	1004	3
25846	2019-02-01T15:49:36	4	15	1002	1
25847	2019-02-01T15:50:27	4	15	1001	2
25848	2019-02-01T15:51:14	4	15	1001	2
25849	2019-02-01T15:51:57	4	15	1001	3
25850	2019-02-01T15:54:30	4	15	1004	1
25851	2019-02-01T15:55:15	4	15	1001	2
25852	2019-02-01T15:56:01	4	15	1002	3
25853	2019-02-01T15:59:44	4	15	1001	2
25854	2019-02-01T16:00:20	4	16	1002	3
25855	2019-02-01T16:02:01	4	16	1002	2
25856	2019-02-01T16:04:31	4	16	1002	2
25857	2019-02-01T16:07:42	4	16	1001	2
25858	2019-02-01T16:07:58	4	16	1001	2
25859	2019-02-01T16:08:24	4	16	1001	2
25860	2019-02-01T16:09:28	4	16	1004	2
25861	2019-02-01T16:10:43	4	16	1004	2
25862	2019-02-01T16:11:11	4	16	1001	2
25863	2019-02-01T16:11:17	4	16	1001	4
25864	2019-02-01T16:11:24	4	16	1002	1
25865	2019-02-01T16:12:44	4	16	1001	2
25866	2019-02-01T16:13:03	4	16	1001	3
25867	2019-02-01T16:17:46	4	16	1001	2
25868	2019-02-01T16:17:49	4	16	1002	3
25869	2019-02-01T16:18:31	4	16	1001	2
25870	2019-02-01T16:20:12	4	16	1001	4
25871	2019-02-01T16:25:56	4	16	1002	2
25872	2019-02-01T16:26:40	4	16	1001	2
25873	2019-02-01T16:31:37	4	16	1004	3
25874	2019-02-01T16:31:56	4	16	1001	3
25875	2019-02-01T16:33:18	4	16	1004	1
25876	2019-02-01T16:33:49	4	16	1002	1
25877	2019-02-01T16:35:19	4	16	1001	2
25878	2019-02-01T16:39:42	4	16	1002	3
25879	2019-02-01T16:39:44	4	16	1004	3
25880	2019-02-01T16:41:17	4	16	1001	1
25881	2019-02-01T16:41:30	4	16	1002	2
25882	2019-02-01T16:47:09	4	16	1001	3
25883	2019-02-01T16:47:49	4	16	1002	2
25884	2019-02-01T16:51:29	4	16	1001	2
25885	2019-02-01T16:52:06	4	16	1001	3
25886	2019-02-01T16:52:07	4	16	1004	1
25887	2019-02-01T16:53:34	4	16	1001	3
25888	2019-02-01T16:54:37	4	16	1001	1
25889	2019-02-01T17:04:38	4	17	1003	1
25890	2019-02-01T17:04:58	4	17	1002	2
25891	2019-02-01T17:05:50	4	17	1001	2
25892	2019-02-01T17:10:06	4	17	1002	3
25893	2019-02-01T17:11:15	4	17	1002	2
25894	2019-02-01T17:14:08	4	17	1002	2
25895	2019-02-01T17:21:59	4	17	1001	3
25896	2019-02-01T17:26:43	4	17	1001	2
25897	2019-02-01T17:29:34	4	17	1002	1
25898	2019-02-01T17:29:40	4	17	1004	4
25899	2019-02-01T17:33:22	4	17	1001	1
25900	2019-02-01T17:36:48	4	17	1001	2
25901	2019-02-01T17:42:25	4	17	1002	3
25902	2019-02-01T17:46:45	4	17	1001	2
25903	2019-02-01T17:57:09	4	17	1001	1
25904	2019-02-01T18:01:38	4	18	1001	1
25905	2019-02-01T18:06:55	4	18	1004	3
25906	2019-02-01T18:12:30	4	18	1003	1
25907	2019-02-01T18:19:16	4	18	1002	1
25908	2019-02-01T18:30:15	4	18	1001	2
25909	2019-02-01T18:34:30	4	18	1002	2
25910	2019-02-01T18:35:03	4	18	1002	3
25911	2019-02-01T18:39:21	4	18	1002	2
25912	2019-02-01T19:00:18	4	19	1001	2
25913	2019-02-01T19:17:54	4	19	1003	4
25914	2019-02-01T19:25:10	4	19	1001	1
25915	2019-02-01T19:26:08	4	19	1001	3
25916	2019-02-01T19:28:40	4	19	1001	2
25917	2019-02-01T19:33:56	4	19	1004	2
25918	2019-02-01T19:40:12	4	19	1001	1
25919	2019-02-01T19:44:27	4	19	1001	1
25920	2019-02-01T19:48:03	4	19	1001	2
25921	2019-02-01T19:49:57	4	19	1001	1
25922	2019-02-01T19:55:18	4	19	1002	2
25923	2019-02-01T20:01:44	4	20	1002	1
25924	2019-02-01T20:04:55	4	20	1002	2
25925	2019-02-01T20:08:22	4	20	1004	3
25926	2019-02-01T20:10:11	4	20	1004	1
25927	2019-02-01T20:11:03	4	20	1004	4
25928	2019-02-01T20:15:12	4	20	1004	2
25929	2019-02-01T20:15:13	4	20	1001	3
25930	2019-02-01T20:17:19	4	20	1004	2
25931	2019-02-01T20:23:46	4	20	1001	2
25932	2019-02-01T20:27:31	4	20	1002	3
25933	2019-02-01T20:28:17	4	20	1004	2
25934	2019-02-01T20:30:40	4	20	1002	4
25935	2019-02-01T20:33:21	4	20	1004	1
25936	2019-02-01T20:37:19	4	20	1001	2
25937	2019-02-01T20:41:59	4	20	1003	1
25938	2019-02-01T20:43:32	4	20	1002	2
25939	2019-02-01T20:44:33	4	20	1004	1
25940	2019-02-01T20:48:46	4	20	1004	1
25941	2019-02-01T20:48:54	4	20	1001	1
25942	2019-02-01T20:49:16	4	20	1001	2
25943	2019-02-01T20:50:18	4	20	1001	2
25944	2019-02-01T20:55:49	4	20	1001	4
25945	2019-02-01T21:05:10	4	21	1004	3
25946	2019-02-01T21:12:46	4	21	1002	3
25947	2019-02-01T21:14:05	4	21	1001	3
25948	2019-02-01T21:53:08	4	21	1001	3
25949	2019-02-01T21:55:27	4	21	1001	2
25950	2019-02-01T22:30:53	4	22	1001	3
25951	2019-02-01T22:32:08	4	22	1004	3
25952	2019-02-01T22:34:39	4	22	1001	1
25953	2019-02-01T22:39:04	4	22	1001	2
25954	2019-02-01T22:39:46	4	22	1004	3
25955	2019-02-01T22:45:34	4	22	1001	1
25956	2019-02-01T22:45:43	4	22	1001	3
