CustomerID	Date	Time	ChannelID	ProductID	DealerID	RecipientID	Explorer	Returned	Duration	Clicks	Pieces	Discount
000230798	20170202	103036	T	9	1004	000230798	Internet Explorer   	N	381	51	1	5
000797869	20170202	203217	I	2	9999	000797869	Internet Explorer   	N	1634	97	1	0
000412928	20170202	071319	S	10	1017	000412928	Internet Explorer   	N	366	20	1	5
000430236	20170201	214620	I	7	9999	000430236	Netscape            	N	395	25	1	0
000792616	20170202	111745	I	9	9999	000792616	Netscape            	N	503	34	1	10
000498446	20170202	133939	I	1	9998	000498446	Other               	N	536	29	10	0
000845758	20170202	055935	T	10	1024	000845758	Internet Explorer   	N	479	17	2	5
000205032	20170202	010522	I	1	9995	000205032	Netscape            	N	572	28	1	0
000043116	20170202	054111	I	1	9996	000043116	Other               	N	301	45	1	0
000521672	20170202	131440	I	5	9998	000521672	Internet Explorer   	N	558	25	1	10
000613517	20170202	184326	I	9	9996	000613517	Netscape            	N	360	54	1	0
000594068	20170202	233555	I	7	9999	000594068	Netscape            	N	449	47	1	5
000464541	20170202	215248	I	6	9998	000464541	Internet Explorer   	N	326	13	1	0
000049176	20170202	030417	I	10	9999	000049176	Other               	N	592	19	1	0
000147810	20170202	193051	I	5	9997	000147810	Internet Explorer   	N	1539	87	1	0
000006590	20170202	235826	I	4	9998	000006590	Internet Explorer   	N	347	27	2	0
000776966	20170202	091615	I	9	9995	000776966	Internet Explorer   	N	357	19	1	10
000657366	20170202	101623	I	2	9996	000657366	Internet Explorer   	N	414	47	1	0
000657366	20170203	040819	I	2	9996	000657366	Internet Explorer   	Y	414	47	1	0
000366436	20170202	001529	I	5	9996	000366436	Netscape            	N	361	22	1	0
000254916	20170202	034124	S	1	1038	000254916	Internet Explorer   	N	557	53	1	0
000362562	20170202	012942	I	1	9995	000386580	Other               	N	1618	66	9	10
000671007	20170202	193749	I	4	9997	000671007	Internet Explorer   	N	509	56	1	0
000524999	20170202	185530	I	3	9998	000524999	Internet Explorer   	N	565	52	1	5
000162039	20170201	210704	T	2	1001	000162039	Internet Explorer   	N	1219	48	1	10
000707544	20170202	140207	I	9	9998	000707544	Internet Explorer   	N	339	27	1	5
000377515	20170201	205928	T	6	1030	000377515	Internet Explorer   	N	1650	97	1	5
000350454	20170202	023730	I	6	9995	000350454	Internet Explorer   	N	378	45	2	10
000460342	20170202	124824	I	3	9995	000460342	Internet Explorer   	N	510	53	1	10
000622517	20170201	222359	I	1	9998	000224228	Other               	N	514	66	6	0
000640313	20170202	042141	I	3	9997	000640313	Internet Explorer   	N	388	44	2	10
000597799	20170202	055651	I	3	9999	000375847	Internet Explorer   	N	365	34	1	5
000597799	20170206	130607	I	3	9999	000375847	Internet Explorer   	Y	365	34	1	5
000602447	20170202	092707	I	10	9996	000602447	Other               	N	436	48	1	0
000179656	20170202	132930	T	8	1006	000179656	Netscape            	N	483	59	2	0
000513079	20170202	202112	I	10	9999	000513079	Internet Explorer   	N	1318	90	1	5
000525524	20170202	151121	I	10	9998	000525524	Internet Explorer   	N	333	54	8	5
000102858	20170202	000654	S	4	1023	000102858	Internet Explorer   	N	303	10	1	5
000149348	20170202	162212	I	7	9995	000149348	Internet Explorer   	N	431	49	3	5
000149348	20170205	152845	I	7	9995	000149348	Internet Explorer   	Y	431	49	3	5
000528416	20170202	151730	I	9	9995	000528416	Internet Explorer   	N	345	29	1	5
000528416	20170207	063147	I	9	9995	000528416	Internet Explorer   	Y	345	29	1	5
000795084	20170202	005542	I	3	9996	000795084	Internet Explorer   	N	1467	66	1	10
000420753	20170202	125628	I	8	9999	000420753	Internet Explorer   	N	534	52	1	10
000224452	20170202	191917	I	4	9997	000224452	Netscape            	N	502	22	1	0
000527553	20170202	040155	I	10	9995	000527553	Internet Explorer   	N	1232	48	1	0
000636724	20170202	153435	I	2	9997	000636724	Internet Explorer   	N	433	26	6	10
000397936	20170202	201442	T	6	1004	000397936	Netscape            	N	1732	59	1	10
000220560	20170202	075200	I	3	9997	000220560	Netscape            	N	491	45	1	5
000160222	20170202	113154	I	2	9999	000160222	Internet Explorer   	N	1710	75	1	5
000470109	20170202	190440	T	9	1004	000470109	Internet Explorer   	N	1298	81	1	5
000526518	20170202	073356	T	6	1034	000526518	Internet Explorer   	N	517	34	2	10
000186377	20170202	231259	I	10	9997	000186377	Internet Explorer   	N	1429	83	1	10
000218529	20170202	021254	T	9	1029	000218529	Internet Explorer   	N	404	41	1	0
000796139	20170202	011754	I	4	9996	000796139	Internet Explorer   	N	471	31	1	10
000611403	20170202	180131	I	5	9995	000611403	Internet Explorer   	N	494	36	1	0
000611403	20170205	032014	I	5	9995	000611403	Internet Explorer   	Y	494	36	1	0
000341494	20170202	052952	I	3	9995	000341494	Internet Explorer   	N	318	34	3	0
000232127	20170202	082107	I	3	9995	000232127	Other               	N	422	25	1	10
000732925	20170202	070415	I	3	9998	000732925	Internet Explorer   	N	359	54	1	0
000252120	20170202	065045	I	10	9997	000252120	Internet Explorer   	N	1475	78	2	0
000741529	20170202	220204	I	10	9996	000741529	Internet Explorer   	N	482	22	1	10
000555458	20170202	115608	I	4	9999	000555458	Internet Explorer   	N	339	49	1	5
000688049	20170202	024236	I	9	9996	000688049	Internet Explorer   	N	323	55	1	5
000098358	20170202	075209	T	4	1033	000098358	Internet Explorer   	N	367	32	1	5
000362059	20170202	054553	I	10	9997	000362059	Netscape            	N	1502	61	1	10
000072637	20170202	002027	I	9	9999	000072637	Other               	N	395	24	1	5
000543545	20170202	135113	T	6	1021	000543545	Internet Explorer   	N	460	60	5	10
000155218	20170202	082846	I	6	9995	000155218	Internet Explorer   	N	435	22	1	0
000150356	20170202	061042	I	3	9998	000150356	Internet Explorer   	N	378	43	1	0
000569962	20170202	062248	T	7	1017	000569962	Internet Explorer   	N	357	26	1	5
000259733	20170202	232028	I	5	9999	000259733	Internet Explorer   	N	364	26	1	0
000507774	20170202	164230	T	3	1002	000507774	Internet Explorer   	N	534	28	1	10
000788611	20170202	162522	I	4	9997	000788611	Internet Explorer   	N	1767	66	1	10
000216091	20170202	213157	S	9	1004	000216091	Netscape            	N	395	30	1	10
000742533	20170202	075407	I	8	9996	000742533	Internet Explorer   	N	312	39	3	10
000113466	20170202	163531	I	9	9998	000113466	Internet Explorer   	N	502	23	1	5
000589492	20170202	121720	I	6	9996	000589492	Netscape            	N	552	25	1	10
000189223	20170201	225414	S	6	1027	000189223	Other               	N	462	18	1	10
000613413	20170202	014709	I	10	9999	000613413	Internet Explorer   	N	417	37	2	10
000621007	20170202	051007	I	8	9999	000621007	Internet Explorer   	N	1783	62	1	5
000593039	20170201	231415	S	10	1008	000593039	Internet Explorer   	N	436	43	1	5
000285044	20170202	071550	I	3	9999	000285044	Netscape            	N	403	49	1	10
000048864	20170202	215403	I	1	9995	000048864	Internet Explorer   	N	562	57	1	0
000599298	20170202	172121	I	1	9995	000599298	Internet Explorer   	N	591	48	2	0
000702149	20170202	134703	I	4	9998	000702149	Internet Explorer   	N	486	42	9	0
000349291	20170202	214050	I	8	9995	000349291	Internet Explorer   	N	1713	83	1	0
000241907	20170202	151848	I	7	9998	000241907	Netscape            	N	535	36	1	5
000649745	20170202	020355	I	4	9998	000649745	Internet Explorer   	N	496	51	1	10
000504515	20170201	212157	I	3	9998	000504515	Other               	N	337	59	1	0
000433556	20170202	182224	I	5	9996	000433556	Internet Explorer   	N	390	43	1	0
000765162	20170202	225742	I	1	9995	000765162	Other               	N	1213	68	3	5
000765162	20170204	054741	I	1	9995	000765162	Other               	Y	1213	68	3	5
000312122	20170202	222516	I	2	9995	000312122	Netscape            	N	353	32	1	10
000075056	20170202	142347	I	5	9995	000075056	Internet Explorer   	N	557	33	4	5
000514101	20170202	064324	I	1	9997	000514101	Netscape            	N	330	56	2	0
000477761	20170202	130108	I	5	9995	000477761	Internet Explorer   	N	425	30	2	10
000374855	20170202	223237	I	8	9997	000374855	Internet Explorer   	N	523	34	1	0
000778932	20170202	011430	I	5	9998	000778932	Netscape            	N	594	48	1	10
000664695	20170202	093854	S	2	1037	000664695	Netscape            	N	312	22	1	10
000352957	20170202	105246	T	10	1016	000352957	Internet Explorer   	N	468	49	2	5
000503887	20170202	163444	I	9	9999	000503887	Internet Explorer   	N	1358	51	1	5
000097585	20170202	112937	T	10	1016	000097585	Netscape            	N	426	63	1	0
000274660	20170202	192320	I	3	9997	000274660	Internet Explorer   	N	490	24	1	10
000597517	20170202	014611	I	7	9995	000597517	Netscape            	N	341	30	1	5
000597517	20170207	021558	I	7	9995	000597517	Netscape            	Y	341	30	1	5
000752234	20170202	033813	I	4	9998	000752234	Other               	N	585	60	1	10
000173835	20170202	221841	I	8	9998	000173835	Internet Explorer   	N	436	14	1	10
000575313	20170202	183337	I	7	9995	000575313	Netscape            	N	587	63	1	0
000633108	20170202	215622	I	2	9999	000633108	Internet Explorer   	N	590	63	2	0
000241616	20170201	213830	I	4	9996	000241616	Internet Explorer   	N	509	44	1	5
000005655	20170202	051909	T	8	1031	000005655	Internet Explorer   	N	314	45	10	0
000005655	20170209	030943	T	8	1031	000005655	Internet Explorer   	Y	314	45	10	0
000316171	20170202	115720	I	5	9995	000316171	Other               	N	510	55	2	0
000241123	20170202	164912	I	4	9995	000241123	Netscape            	N	465	47	2	0
000241123	20170210	110223	I	4	9995	000241123	Netscape            	Y	465	47	2	0
000646269	20170202	002155	I	6	9999	000646269	Internet Explorer   	N	426	23	10	10
000474586	20170202	043343	I	8	9997	000474586	Other               	N	430	28	2	5
000364650	20170202	055929	I	5	9999	000364650	Internet Explorer   	N	472	48	1	0
000120700	20170202	100155	I	7	9999	000120700	Internet Explorer   	N	486	37	4	10
000687779	20170202	171159	I	7	9995	000687779	Internet Explorer   	N	486	60	1	10
000792898	20170202	012445	I	2	9997	000792898	Netscape            	N	536	44	1	5
000595947	20170202	033206	I	4	9999	000595947	Internet Explorer   	N	1742	81	1	0
000286592	20170202	234303	I	2	9999	000286592	Internet Explorer   	N	404	35	1	5
000538365	20170202	083504	I	6	9998	000100521	Internet Explorer   	N	1609	62	1	10
000682345	20170202	183327	I	7	9999	000682345	Netscape            	N	440	17	1	10
000126762	20170202	221114	I	8	9996	000126762	Internet Explorer   	N	561	63	1	0
000067468	20170201	210531	I	1	9999	000067468	Internet Explorer   	N	1263	74	1	0
000205742	20170202	061740	I	8	9999	000205742	Netscape            	N	413	35	2	0
000102310	20170202	135228	I	2	9998	000102310	Internet Explorer   	N	470	16	1	5
000163324	20170202	170832	I	10	9998	000163324	Other               	N	309	11	1	10
000519748	20170202	205843	U	3	1035	000519748	Internet Explorer   	N	1244	76	1	0
000157023	20170202	190811	T	4	1037	000157023	Other               	N	477	56	2	0
000643035	20170201	223107	I	8	9997	000643035	Internet Explorer   	N	393	43	1	0
000630633	20170202	181429	I	9	9998	000630633	Internet Explorer   	N	565	50	1	0
000384833	20170202	145937	I	4	9995	000384833	Internet Explorer   	N	571	46	2	10
000088020	20170202	091039	I	1	9996	000088020	Internet Explorer   	N	488	61	1	10
000673649	20170201	230010	T	5	1037	000673649	Netscape            	N	567	21	1	10
000663048	20170201	230323	I	4	9999	000663048	Internet Explorer   	N	508	65	4	10
000271704	20170202	214239	I	5	9999	000271704	Other               	N	433	56	1	5
000036480	20170201	231112	S	1	1017	000036480	Internet Explorer   	N	528	54	1	0
000484083	20170202	062308	I	2	9995	000484083	Internet Explorer   	N	409	39	1	0
000600189	20170202	155102	I	8	9996	000600189	Internet Explorer   	N	409	48	1	0
000389160	20170202	132109	I	7	9999	000389160	Netscape            	N	351	54	2	10
000303831	20170202	202825	I	9	9995	000303831	Internet Explorer   	N	489	47	1	5
000516883	20170202	080613	I	4	9998	000516883	Internet Explorer   	N	306	36	1	0
000349588	20170202	085609	I	1	9998	000349588	Internet Explorer   	N	448	30	2	10
000090936	20170202	234430	I	1	9997	000090936	Netscape            	N	582	21	1	0
000521891	20170202	093515	T	6	1012	000521891	Other               	N	397	54	1	0
000775572	20170202	151701	I	1	9996	000775572	Internet Explorer   	N	356	29	1	0
000244370	20170202	112446	I	9	9997	000244370	Internet Explorer   	N	542	43	1	0
000849642	20170202	130138	I	1	9996	000849642	Netscape            	N	334	43	3	10
000798693	20170202	012645	I	10	9999	000798693	Internet Explorer   	N	1332	79	1	5
000581900	20170202	025314	I	4	9995	000581900	Internet Explorer   	N	1547	58	1	0
000345308	20170202	154348	I	3	9996	000345308	Internet Explorer   	N	336	60	8	0
000519989	20170202	183633	T	1	1026	000519989	Internet Explorer   	N	1750	84	1	5
000315474	20170202	062413	I	3	9999	000315474	Internet Explorer   	N	538	35	1	5
000763739	20170202	103423	T	6	1035	000763739	Internet Explorer   	N	411	44	1	0
000505812	20170202	062127	I	3	9995	000505812	Internet Explorer   	N	304	57	1	0
000433791	20170202	130747	I	9	9996	000433791	Internet Explorer   	N	1310	90	1	0
000069942	20170202	205056	I	5	9997	000069942	Internet Explorer   	N	1449	57	2	10
000222616	20170202	075246	I	10	9996	000222616	Netscape            	N	596	22	1	5
000457867	20170202	122154	I	4	9999	000457867	Internet Explorer   	N	372	24	2	5
000457867	20170203	063059	I	4	9999	000457867	Internet Explorer   	Y	372	24	2	5
000324006	20170201	232508	I	6	9996	000324006	Other               	N	407	42	1	10
000367045	20170202	150550	I	6	9997	000367045	Internet Explorer   	N	430	45	2	5
000802455	20170201	211738	I	8	9995	000802455	Netscape            	N	368	47	1	5
000211012	20170202	055709	I	8	9995	000211012	Internet Explorer   	N	429	39	3	0
000018082	20170201	232544	I	7	9996	000018082	Internet Explorer   	N	576	21	1	10
000625398	20170202	055347	I	9	9998	000625398	Internet Explorer   	N	330	48	1	0
000564887	20170202	142547	I	6	9997	000564887	Internet Explorer   	N	533	40	1	0
000162268	20170202	185737	I	8	9998	000162268	Internet Explorer   	N	377	17	1	5
000534341	20170202	231926	I	8	9999	000534341	Internet Explorer   	N	444	46	6	0
000795181	20170201	224434	I	1	9995	000795181	Internet Explorer   	N	406	15	2	10
000648726	20170202	100025	I	9	9998	000189843	Internet Explorer   	N	395	14	7	5
000537027	20170202	200231	I	8	9996	000537027	Internet Explorer   	N	490	34	1	10
000459350	20170202	143228	T	1	1019	000459350	Internet Explorer   	N	520	27	1	5
000732439	20170202	110852	I	2	9997	000732439	Netscape            	N	517	35	2	5
000471596	20170202	212131	U	2	1011	000471596	Internet Explorer   	N	328	23	1	0
000242351	20170202	082350	I	7	9997	000242351	Internet Explorer   	N	525	47	1	5
000047182	20170202	064830	I	5	9998	000047182	Other               	N	313	41	2	5
000069015	20170202	023645	S	1	1008	000069015	Netscape            	N	1610	95	1	10
000154588	20170202	040925	I	1	9998	000154588	Netscape            	N	467	53	1	5
000791083	20170201	205320	T	9	1024	000791083	Internet Explorer   	N	1747	75	1	0
000319193	20170202	024031	S	6	1031	000319193	Internet Explorer   	N	440	29	1	10
000602179	20170202	083214	I	9	9998	000602179	Netscape            	N	527	21	1	0
000770017	20170202	001925	I	3	9996	000770017	Internet Explorer   	N	1756	88	1	5
000053949	20170201	221756	I	4	9997	000053949	Internet Explorer   	N	492	59	6	0
000816832	20170202	193627	I	9	9998	000816832	Internet Explorer   	N	387	30	2	5
000438143	20170202	161041	T	5	1004	000438143	Other               	N	492	59	1	5
000834914	20170202	151558	I	4	9999	000834914	Netscape            	N	509	20	2	10
000644379	20170202	053049	I	1	9999	000644379	Internet Explorer   	N	431	61	1	5
000190449	20170202	143424	I	3	9998	000190449	Netscape            	N	301	59	1	5
000379685	20170202	055253	I	5	9998	000379685	Internet Explorer   	N	535	35	1	0
000839238	20170202	222250	I	3	9995	000221168	Netscape            	N	523	63	1	0
000172337	20170201	230747	S	1	1016	000172337	Internet Explorer   	N	347	46	1	0
000416900	20170202	020424	I	4	9995	000416900	Internet Explorer   	N	348	24	1	5
000344882	20170202	063230	I	8	9999	000344882	Internet Explorer   	N	477	52	1	10
000312553	20170202	180433	T	5	1004	000312553	Internet Explorer   	N	484	50	1	10
000072932	20170202	084643	T	3	1029	000072932	Other               	N	405	20	1	5
000322946	20170202	135253	S	8	1018	000322946	Internet Explorer   	N	1526	85	1	10
000561110	20170202	213435	I	6	9996	000561110	Netscape            	N	421	40	1	0
000548753	20170201	212348	I	10	9997	000548753	Netscape            	N	1214	70	11	0
000843891	20170202	192839	I	9	9996	000843891	Netscape            	N	587	60	1	0
000753487	20170202	070610	I	10	9995	000753487	Netscape            	N	584	30	2	10
000382769	20170201	213347	I	4	9996	000382769	Internet Explorer   	N	400	49	2	0
000848306	20170202	203244	I	3	9999	000848306	Internet Explorer   	N	307	19	1	5
000115597	20170201	212617	I	5	9996	000115597	Netscape            	N	442	44	1	10
000280605	20170202	124848	I	10	9998	000280605	Internet Explorer   	N	588	61	1	0
000799839	20170202	131753	S	5	1034	000799839	Internet Explorer   	N	544	21	1	10
000252931	20170202	074108	I	6	9997	000252931	Internet Explorer   	N	454	18	1	10
000252931	20170205	223510	I	6	9997	000252931	Internet Explorer   	Y	454	18	1	10
000466096	20170202	162351	I	3	9998	000466096	Internet Explorer   	N	383	31	1	10
000456313	20170202	024419	I	2	9996	000456313	Internet Explorer   	N	397	29	1	0
000771474	20170202	091334	T	10	1007	000771474	Internet Explorer   	N	1349	58	1	0
000502130	20170202	214740	I	2	9998	000502130	Internet Explorer   	N	469	42	1	10
000083214	20170202	022557	I	6	9999	000083214	Other               	N	583	64	2	0
000025423	20170202	152141	I	9	9999	000025423	Internet Explorer   	N	501	32	1	5
000305804	20170202	171744	I	8	9999	000305804	Other               	N	572	32	1	0
000151030	20170201	201659	I	8	9997	000151030	Internet Explorer   	N	332	52	2	0
000151030	20170203	064008	I	8	9997	000151030	Internet Explorer   	Y	332	52	2	0
000648480	20170202	170141	I	10	9996	000648480	Internet Explorer   	N	318	59	2	5
000555200	20170202	215419	T	7	1021	000555200	Netscape            	N	448	21	1	10
000624700	20170202	173953	I	5	9997	000624700	Internet Explorer   	N	1675	79	2	0
000365025	20170202	010108	I	5	9999	000365025	Internet Explorer   	N	360	59	1	5
000684278	20170202	232133	I	3	9995	000020469	Internet Explorer   	N	1366	93	1	0
000827005	20170202	201902	I	7	9999	000827005	Netscape            	N	1710	58	1	10
000057308	20170202	182218	I	2	9996	000057308	Internet Explorer   	N	527	37	1	10
000717096	20170202	135535	I	2	9995	000717096	Internet Explorer   	N	570	31	1	5
000521467	20170202	105447	I	6	9995	000521467	Other               	N	388	16	1	5
000758665	20170202	132030	I	2	9999	000758665	Internet Explorer   	N	451	45	1	5
000623050	20170202	233747	I	8	9997	000623050	Internet Explorer   	N	406	43	2	0
000582659	20170202	214944	I	3	9995	000582659	Internet Explorer   	N	413	53	1	5
000309267	20170202	172228	I	10	9996	000309267	Internet Explorer   	N	322	16	1	0
000679297	20170202	053838	I	8	9996	000679297	Internet Explorer   	N	520	31	7	0
000542863	20170202	004904	T	2	1009	000542863	Internet Explorer   	N	392	32	2	10
000303032	20170202	031011	T	1	1008	000303032	Internet Explorer   	N	309	50	1	5
000313476	20170201	223023	I	5	9997	000313476	Netscape            	N	593	47	7	0
000731957	20170202	074119	I	2	9999	000731957	Other               	N	395	20	9	0
000188642	20170202	061916	I	5	9998	000188642	Netscape            	N	1400	75	1	0
000021256	20170202	151651	I	3	9995	000021256	Other               	N	388	29	1	5
000021256	20170202	154554	I	3	9995	000021256	Other               	Y	388	29	1	5
000811925	20170202	032608	I	10	9998	000811925	Internet Explorer   	N	522	66	1	0
000408701	20170202	084918	I	5	9997	000408701	Internet Explorer   	N	571	46	1	10
000231213	20170202	223716	I	10	9995	000231213	Internet Explorer   	N	498	58	1	5
000287046	20170202	114752	T	4	1028	000287046	Internet Explorer   	N	1310	62	1	0
000378172	20170201	235653	I	4	9997	000378172	Internet Explorer   	N	584	40	1	10
000195313	20170202	180706	T	5	1019	000195313	Netscape            	N	537	25	1	5
000586689	20170202	063855	I	4	9999	000586689	Netscape            	N	523	50	10	10
000294495	20170202	235747	T	8	1022	000294495	Internet Explorer   	N	561	40	2	0
000230532	20170202	061456	I	6	9995	000230532	Internet Explorer   	N	566	21	1	10
000130316	20170202	111949	I	9	9997	000130316	Internet Explorer   	N	431	50	1	5
000338463	20170202	183419	I	10	9998	000338463	Internet Explorer   	N	359	39	1	0
000438070	20170202	233708	I	8	9999	000777225	Internet Explorer   	N	395	43	5	10
000167615	20170202	110231	I	5	9998	000167615	Other               	N	599	58	1	10
000478558	20170201	215732	I	10	9996	000478558	Netscape            	N	500	39	1	0
000659500	20170202	113500	T	9	1006	000784823	Other               	N	377	49	1	0
000339781	20170202	011322	I	4	9995	000339781	Internet Explorer   	N	320	13	1	10
000339781	20170203	171850	I	4	9995	000339781	Internet Explorer   	Y	320	13	1	10
000681958	20170202	175040	I	9	9997	000681958	Netscape            	N	1204	81	2	10
000750907	20170202	104027	I	6	9996	000750907	Internet Explorer   	N	589	63	2	0
000768173	20170201	205533	I	8	9999	000768173	Internet Explorer   	N	579	28	2	0
000849686	20170201	204332	I	1	9998	000849686	Netscape            	N	400	62	1	0
000439759	20170201	211542	I	8	9996	000439759	Netscape            	N	1585	82	1	10
000731455	20170202	223249	I	7	9995	000731455	Internet Explorer   	N	338	60	1	0
000605011	20170202	094648	S	4	1019	000605011	Other               	N	564	34	1	10
000119856	20170202	020251	I	4	9996	000119856	Internet Explorer   	N	520	40	1	10
000848539	20170202	210607	I	3	9995	000848539	Other               	N	460	27	1	5
000164081	20170202	215257	I	4	9997	000164081	Internet Explorer   	N	302	15	1	0
000352609	20170202	195954	I	4	9995	000352609	Internet Explorer   	N	368	55	1	0
000700629	20170202	165736	I	2	9995	000700629	Internet Explorer   	N	1484	86	1	5
000748101	20170201	204928	T	4	1005	000748101	Netscape            	N	395	52	1	5
000595775	20170202	164406	T	2	1015	000595775	Internet Explorer   	N	382	39	2	5
000701735	20170202	010244	I	10	9996	000701735	Internet Explorer   	N	1337	79	1	5
000108280	20170202	064713	I	9	9997	000108280	Other               	N	360	54	1	5
000753768	20170202	081902	S	5	1007	000753768	Internet Explorer   	N	354	35	11	5
000095082	20170202	232505	I	9	9997	000095082	Internet Explorer   	N	443	45	1	10
000198608	20170202	230955	I	9	9998	000198608	Internet Explorer   	N	497	19	1	10
000051063	20170202	144652	I	2	9997	000051063	Netscape            	N	1427	66	1	0
000156178	20170202	065846	I	10	9998	000156178	Internet Explorer   	N	514	55	1	5
000447132	20170202	094549	I	2	9999	000447132	Netscape            	N	1325	51	1	10
000125262	20170202	121756	S	1	1002	000125262	Internet Explorer   	N	410	26	2	10
000013477	20170202	005536	I	5	9996	000013477	Internet Explorer   	N	368	41	1	10
000718270	20170202	225335	I	6	9995	000718270	Internet Explorer   	N	396	47	1	0
000718270	20170207	183706	I	6	9995	000718270	Internet Explorer   	Y	396	47	1	0
000675870	20170202	013030	I	10	9996	000675870	Internet Explorer   	N	551	28	1	10
000353131	20170202	174827	I	1	9998	000476934	Internet Explorer   	N	338	29	1	10
000403781	20170202	000525	I	9	9996	000403781	Internet Explorer   	N	340	44	1	5
000640971	20170202	040648	I	9	9995	000640971	Internet Explorer   	N	584	38	5	0
000330032	20170201	202335	S	2	1016	000330032	Internet Explorer   	N	1497	68	1	10
000330032	20170208	220551	S	2	1016	000330032	Internet Explorer   	Y	1497	68	1	10
000130071	20170202	180234	I	3	9996	000130071	Internet Explorer   	N	324	27	1	0
000119404	20170202	221036	I	2	9996	000119404	Other               	N	325	57	1	5
000275665	20170202	001420	I	3	9999	000275665	Netscape            	N	485	25	1	5
000840520	20170202	065107	T	2	1031	000840520	Internet Explorer   	N	393	37	2	10
000600814	20170202	222606	I	3	9999	000600814	Internet Explorer   	N	383	22	1	0
000030983	20170202	115257	I	6	9997	000030983	Netscape            	N	408	60	1	10
000565166	20170202	233652	I	2	9998	000565166	Internet Explorer   	N	360	29	1	10
000277008	20170202	234524	I	1	9997	000277008	Internet Explorer   	N	480	65	1	0
000602045	20170202	195636	I	10	9999	000602045	Internet Explorer   	N	322	44	1	5
000803183	20170202	065621	I	7	9996	000803183	Internet Explorer   	N	354	44	1	10
000542891	20170202	170728	I	9	9997	000542891	Internet Explorer   	N	354	50	7	5
000248021	20170202	133022	I	3	9997	000248021	Internet Explorer   	N	306	30	1	0
000306820	20170202	033200	S	2	1028	000306820	Internet Explorer   	N	1388	84	1	10
000467358	20170202	001642	I	1	9999	000467358	Internet Explorer   	N	468	33	1	10
000846929	20170202	143311	I	3	9998	000846929	Netscape            	N	408	22	1	5
000398597	20170202	114027	I	2	9999	000398597	Internet Explorer   	N	461	52	1	5
