Datum;BundeslandID;Name;Testungen;TestungenPCR;TestungenAntigen
2021-03-27T09:30:00+01:00;10;Österreich;22194436;6333726;15860710
2021-03-28T09:30:00+02:00;1;Burgenland;927611;180786;746825
2021-03-28T09:30:00+02:00;2;Kärnten;934873;246684;688189
2021-03-28T09:30:00+02:00;3;Niederösterreich;5086477;1388767;3697710
2021-03-28T09:30:00+02:00;4;Oberösterreich;3276807;609524;2667283
2021-03-28T09:30:00+02:00;5;Salzburg;1331590;315978;1015612
2021-03-28T09:30:00+02:00;6;Steiermark;2755439;582924;2172515
2021-03-28T09:30:00+02:00;7;Tirol;2229212;696416;1532796
2021-03-28T09:30:00+02:00;8;Vorarlberg;1218096;195695;1022401
2021-03-28T09:30:00+02:00;9;Wien;4695367;2166958;2528409
2021-03-28T09:30:00+02:00;10;Österreich;22455472;6383732;16071740
2021-03-29T09:30:00+02:00;1;Burgenland;934721;181467;753254
2021-03-29T09:30:00+02:00;2;Kärnten;936879;248648;688231
2021-03-29T09:30:00+02:00;3;Niederösterreich;5124040;1396330;3727710
2021-03-29T09:30:00+02:00;4;Oberösterreich;3301345;611519;2689826
2021-03-29T09:30:00+02:00;5;Salzburg;1333746;317540;1016206
2021-03-29T09:30:00+02:00;6;Steiermark;2758920;586405;2172515
2021-03-29T09:30:00+02:00;7;Tirol;2247085;700979;1546106
2021-03-29T09:30:00+02:00;8;Vorarlberg;1231825;196321;1035504
2021-03-29T09:30:00+02:00;9;Wien;4741699;2182556;2559143
2021-03-29T09:30:00+02:00;10;Österreich;22610260;6421765;16188495
2021-03-30T09:30:00+02:00;1;Burgenland;949104;182242;766862
2021-03-30T09:30:00+02:00;2;Kärnten;972454;249536;722918
2021-03-30T09:30:00+02:00;3;Niederösterreich;5245241;1406001;3839240
2021-03-30T09:30:00+02:00;4;Oberösterreich;3330249;614299;2715950
2021-03-30T09:30:00+02:00;5;Salzburg;1368198;318944;1049254
2021-03-30T09:30:00+02:00;6;Steiermark;2805617;589669;2215948
2021-03-30T09:30:00+02:00;7;Tirol;2357712;706629;1651083
2021-03-30T09:30:00+02:00;8;Vorarlberg;1260864;196870;1063994
2021-03-30T09:30:00+02:00;9;Wien;4803867;2210079;2593788
2021-03-30T09:30:00+02:00;10;Österreich;23093306;6474269;16619037
2021-03-31T09:30:00+02:00;1;Burgenland;961060;183395;777665
2021-03-31T09:30:00+02:00;2;Kärnten;990186;250521;739665
2021-03-31T09:30:00+02:00;3;Niederösterreich;5335669;1414134;3921535
2021-03-31T09:30:00+02:00;4;Oberösterreich;3367362;616943;2750419
2021-03-31T09:30:00+02:00;5;Salzburg;1388828;320800;1068028
2021-03-31T09:30:00+02:00;6;Steiermark;2862543;591326;2271217
2021-03-31T09:30:00+02:00;7;Tirol;2376380;712407;1663973
2021-03-31T09:30:00+02:00;8;Vorarlberg;1287471;197522;1089949
2021-03-31T09:30:00+02:00;9;Wien;4882022;2256011;2626011
2021-03-31T09:30:00+02:00;10;Österreich;23451521;6543059;16908462
2021-04-01T09:30:00+02:00;1;Burgenland;974111;184672;789439
2021-04-01T09:30:00+02:00;2;Kärnten;1020563;251514;769049
2021-04-01T09:30:00+02:00;3;Niederösterreich;5413536;1424498;3989038
2021-04-01T09:30:00+02:00;4;Oberösterreich;3419985;619390;2800595
2021-04-01T09:30:00+02:00;5;Salzburg;1410452;322479;1087973
2021-04-01T09:30:00+02:00;6;Steiermark;2894660;593978;2300682
2021-04-01T09:30:00+02:00;7;Tirol;2395114;718645;1676469
2021-04-01T09:30:00+02:00;8;Vorarlberg;1316236;198330;1117906
2021-04-01T09:30:00+02:00;9;Wien;4960583;2302634;2657949
2021-04-01T09:30:00+02:00;10;Österreich;23805240;6616140;17189100
2021-04-02T09:30:00+02:00;1;Burgenland;982101;185541;796560
2021-04-02T09:30:00+02:00;2;Kärnten;1021313;252215;769098
2021-04-02T09:30:00+02:00;3;Niederösterreich;5481795;1436676;4045119
2021-04-02T09:30:00+02:00;4;Oberösterreich;3453475;621864;2831611
2021-04-02T09:30:00+02:00;5;Salzburg;1432749;324151;1108598
2021-04-02T09:30:00+02:00;6;Steiermark;2934598;598097;2336501
2021-04-02T09:30:00+02:00;7;Tirol;2413237;724157;1689080
2021-04-02T09:30:00+02:00;8;Vorarlberg;1341643;199063;1142580
2021-04-02T09:30:00+02:00;9;Wien;5025512;2344036;2681476
2021-04-02T09:30:00+02:00;10;Österreich;24086423;6685800;17400623
2021-04-03T09:30:00+02:00;1;Burgenland;1002217;186445;815772
2021-04-03T09:30:00+02:00;2;Kärnten;1022572;253451;769121
2021-04-03T09:30:00+02:00;3;Niederösterreich;5559735;1448714;4111021
2021-04-03T09:30:00+02:00;4;Oberösterreich;3492403;624352;2868051
2021-04-03T09:30:00+02:00;5;Salzburg;1461084;325658;1135426
2021-04-03T09:30:00+02:00;6;Steiermark;2974104;599886;2374218
2021-04-03T09:30:00+02:00;7;Tirol;2432393;729771;1702622
2021-04-03T09:30:00+02:00;8;Vorarlberg;1377060;199918;1177142
2021-04-03T09:30:00+02:00;9;Wien;5081347;2377323;2704024
2021-04-03T09:30:00+02:00;10;Österreich;24402915;6745518;17657397
2021-04-04T09:30:00+02:00;1;Burgenland;1008849;187349;821500
2021-04-04T09:30:00+02:00;2;Kärnten;1023272;254140;769132
2021-04-04T09:30:00+02:00;3;Niederösterreich;5627205;1459284;4167921
2021-04-04T09:30:00+02:00;4;Oberösterreich;3528840;626331;2902509
2021-04-04T09:30:00+02:00;5;Salzburg;1475805;326547;1149258
2021-04-04T09:30:00+02:00;6;Steiermark;2994313;602646;2391667
2021-04-04T09:30:00+02:00;7;Tirol;2452467;736297;1716170
2021-04-04T09:30:00+02:00;8;Vorarlberg;1404146;200514;1203632
2021-04-04T09:30:00+02:00;9;Wien;5132574;2407832;2724742
2021-04-04T09:30:00+02:00;10;Österreich;24647471;6800940;17846531
2021-04-05T09:30:00+02:00;1;Burgenland;1013451;188113;825338
2021-04-05T09:30:00+02:00;2;Kärnten;1023928;254782;769146
2021-04-05T09:30:00+02:00;3;Niederösterreich;5667003;1468744;4198259
2021-04-05T09:30:00+02:00;4;Oberösterreich;3554759;628066;2926693
2021-04-05T09:30:00+02:00;5;Salzburg;1477274;327327;1149947
2021-04-05T09:30:00+02:00;6;Steiermark;2995783;604116;2391667
2021-04-05T09:30:00+02:00;7;Tirol;2470439;740979;1729460
2021-04-05T09:30:00+02:00;8;Vorarlberg;1407607;200919;1206688
2021-04-05T09:30:00+02:00;9;Wien;5169561;2427382;2742179
2021-04-05T09:30:00+02:00;10;Österreich;24779805;6840428;17939377
2021-04-06T09:30:00+02:00;1;Burgenland;1022796;188567;834229
2021-04-06T09:30:00+02:00;2;Kärnten;1024436;255285;769151
2021-04-06T09:30:00+02:00;3;Niederösterreich;5724746;1475199;4249547
2021-04-06T09:30:00+02:00;4;Oberösterreich;3596428;629818;2966610
2021-04-06T09:30:00+02:00;5;Salzburg;1488972;328297;1160675
2021-04-06T09:30:00+02:00;6;Steiermark;3020536;605935;2414601
2021-04-06T09:30:00+02:00;7;Tirol;2491656;747621;1744035
2021-04-06T09:30:00+02:00;8;Vorarlberg;1426164;201209;1224955
2021-04-06T09:30:00+02:00;9;Wien;5203615;2435707;2767908
2021-04-06T09:30:00+02:00;10;Österreich;24999349;6867638;18131711
2021-04-07T09:30:00+02:00;1;Burgenland;1033403;189366;844037
2021-04-07T09:30:00+02:00;2;Kärnten;1038815;256459;782356
2021-04-07T09:30:00+02:00;3;Niederösterreich;5801219;1481130;4320089
2021-04-07T09:30:00+02:00;4;Oberösterreich;3656302;631815;3024487
2021-04-07T09:30:00+02:00;5;Salzburg;1530422;329902;1200520
2021-04-07T09:30:00+02:00;6;Steiermark;3091240;609540;2481700
2021-04-07T09:30:00+02:00;7;Tirol;2650259;753905;1896354
2021-04-07T09:30:00+02:00;8;Vorarlberg;1458976;210354;1248622
2021-04-07T09:30:00+02:00;9;Wien;5255361;2473660;2781701
2021-04-07T09:30:00+02:00;10;Österreich;25515997;6936131;18579866
2021-04-08T09:30:00+02:00;1;Burgenland;1047236;190519;856717
2021-04-08T09:30:00+02:00;2;Kärnten;1072569;257448;815121
2021-04-08T09:30:00+02:00;3;Niederösterreich;5879319;1487543;4391776
2021-04-08T09:30:00+02:00;4;Oberösterreich;3723290;634877;3088413
2021-04-08T09:30:00+02:00;5;Salzburg;1552358;331327;1221031
2021-04-08T09:30:00+02:00;6;Steiermark;3125254;612388;2512866
2021-04-08T09:30:00+02:00;7;Tirol;2665899;759518;1906381
