ID	DATUM	TAG	STUNDE	STATION	KARTENART
1415	2019-04-23T08:38:27	2	8	1001	1000
1418	2019-01-24T13:52:23	4	13	1000	1000
1421	2019-04-04T11:21:42	4	11	1000	1001
1424	2019-01-01T10:33:10	2	10	1001	1000
1427	2019-06-04T09:08:21	2	9	1000	1002
1430	2019-03-25T07:01:23	1	7	1000	1000
1433	2019-05-28T05:08:02	2	5	1001	1000
1436	2019-11-14T10:40:18	4	10	1000	1003
1439	2019-03-13T10:22:00	3	10	1000	1000
1442	2019-09-27T20:05:42	5	20	1000	1003
1445	2019-11-01T10:15:10	5	10	1003	1000
1448	2019-08-27T13:35:10	2	13	1000	1003
1451	2019-03-14T22:28:24	4	22	1001	1001
1454	2019-03-20T17:13:27	3	17	1001	1000
1457	2019-09-28T13:17:07	6	13	1001	1000
1460	2019-03-06T17:59:46	3	17	1002	1000
1463	2019-04-10T20:04:51	3	20	1003	1002
1466	2019-12-23T07:04:13	1	7	1003	1003
1469	2019-03-08T16:47:11	5	16	1000	1001
1472	2019-11-20T07:57:01	3	7	1000	1000
1475	2019-03-15T06:14:47	5	6	1000	1001
1478	2020-01-02T19:41:34	4	19	1000	1001
1481	2019-07-23T07:02:05	2	7	1000	1000
1484	2019-04-14T19:36:51	7	19	1003	1002
1487	2019-03-28T05:33:53	4	5	1003	1003
1490	2019-11-07T22:28:17	4	22	1000	1000
1493	2019-06-20T18:45:53	4	18	1001	1001
1496	2019-09-11T11:38:00	3	11	1003	1000
1499	2019-07-15T08:57:15	1	8	1000	1000
1502	2019-09-26T00:28:57	4	0	1001	1001
1505	2019-03-11T11:11:23	1	11	1001	1000
1508	2019-04-15T09:47:47	1	9	1001	1000
1511	2019-08-05T08:28:49	1	8	1000	1000
1514	2019-11-21T01:57:39	4	1	1000	1000
1517	2018-12-31T14:10:56	1	14	1000	1001
1520	2019-12-17T10:29:50	2	10	1003	1001
1523	2019-07-09T18:57:09	2	18	1001	1000
1526	2019-09-06T06:40:09	5	6	1001	1000
1529	2019-08-16T11:25:12	5	11	1000	1000
1532	2019-12-23T11:51:39	1	11	1003	1000
1535	2019-03-05T08:45:38	2	8	1000	1000
1538	2019-11-08T07:24:47	5	7	1000	1003
1541	2019-10-15T18:19:03	2	18	1000	1001
1544	2019-08-02T14:07:36	5	14	1001	1000
1547	2019-09-27T03:12:00	5	3	1001	1000
1550	2019-12-05T09:41:18	4	9	1000	1003
1553	2019-03-08T09:26:46	5	9	1000	1001
1556	2019-01-21T13:18:10	1	13	1003	1003
1559	2019-02-01T07:46:43	5	7	1003	1000
1562	2019-11-22T13:26:06	5	13	1000	1000
1565	2019-02-26T09:12:58	2	9	1000	1001
1568	2019-08-13T23:18:59	2	23	1000	1000
1571	2019-10-09T07:38:16	3	7	1003	1000
1574	2019-07-15T21:12:33	1	21	1000	1001
1577	2019-11-14T19:33:24	4	19	1000	1000
1580	2019-02-27T08:21:33	3	8	1002	1001
1583	2019-08-26T08:55:17	1	8	1003	1002
1586	2020-01-04T16:13:27	6	16	1001	1001
1589	2019-11-25T18:51:13	1	18	1001	1001
1592	2019-07-24T15:19:08	3	15	1000	1000
1595	2019-02-22T19:18:05	5	19	1001	1000
1598	2019-09-08T19:47:34	7	19	1002	1000
1601	2019-04-05T18:47:58	5	18	1000	1002
1604	2019-04-19T22:54:44	5	22	1000	1000
1607	2019-07-26T16:23:23	5	16	1000	1000
1610	2019-02-05T01:49:07	2	1	1002	1001
1613	2019-10-04T06:26:41	5	6	1000	1000
1616	2019-02-05T09:33:44	2	9	1000	1001
1619	2019-04-23T18:32:42	2	18	1000	1000
1622	2019-06-05T17:36:40	3	17	1000	1000
1625	2019-11-01T07:00:46	5	7	1000	1000
1628	2019-04-22T09:29:53	1	9	1001	1000
1631	2019-07-08T14:54:09	1	14	1000	1000
1634	2019-01-09T06:06:41	3	6	1002	1002
1637	2019-07-21T12:00:45	7	12	1000	1001
1640	2019-03-13T13:46:12	3	13	1001	1000
1643	2019-09-09T05:50:09	1	5	1001	1001
1646	2019-08-21T19:43:21	3	19	1000	1000
1649	2019-06-18T06:37:25	2	6	1001	1001
1652	2019-12-18T15:21:04	3	15	1000	1000
1655	2019-08-01T13:06:28	4	13	1000	1000
1658	2019-08-12T07:54:23	1	7	1000	1001
1661	2019-04-12T12:15:11	5	12	1001	1001
1664	2019-04-04T04:40:01	4	4	1000	1001
1667	2019-04-19T10:35:30	5	10	1003	1001
1670	2019-05-03T07:54:55	5	7	1003	1001
1673	2019-08-12T16:11:04	1	16	1000	1003
1676	2020-01-03T10:23:09	5	10	1001	1001
1679	2019-04-14T06:43:30	7	6	1002	1003
1682	2019-04-26T18:29:15	5	18	1003	1001
1685	2019-12-24T15:19:01	2	15	1000	1002
1688	2019-04-19T18:35:38	5	18	1001	1000
1691	2019-10-15T05:56:01	2	5	1001	1001
1694	2019-11-04T04:30:20	1	4	1000	1000
1697	2019-11-10T11:16:05	7	11	1003	1000
1700	2019-10-16T08:48:34	3	8	1001	1000
1703	2019-04-24T06:05:13	3	6	1002	1000
1706	2019-01-12T13:06:37	6	13	1001	1001
1709	2019-06-25T08:15:38	2	8	1000	1001
1712	2019-01-15T16:56:46	2	16	1001	1003
1715	2019-03-01T08:24:49	5	8	1000	1000
1718	2019-01-14T19:14:16	1	19	1000	1000
1721	2019-06-24T07:03:21	1	7	1003	1000
1724	2019-01-21T18:44:40	1	18	1003	1001
1727	2019-10-25T12:18:10	5	12	1000	1000
1730	2019-08-15T17:13:23	4	17	1001	1000
1733	2019-04-10T08:23:21	3	8	1000	1003
1736	2019-04-08T23:43:59	1	23	1001	1000
1739	2019-11-14T08:16:44	4	8	1002	1002
1742	2019-08-02T08:30:25	5	8	1003	1001
1745	2019-11-01T15:22:47	5	15	1003	1000
1748	2019-05-06T19:18:46	1	19	1001	1001
1751	2019-05-16T09:23:53	4	9	1000	1000
1754	2019-09-24T18:45:05	2	18	1000	1001
1757	2019-08-07T11:36:10	3	11	1001	1000
1760	2019-03-13T16:14:48	3	16	1001	1000
1763	2019-09-17T15:14:16	2	15	1001	1000
1766	2019-04-05T11:11:21	5	11	1001	1001
1769	2019-05-27T14:56:55	1	14	1001	1000
1772	2019-09-18T02:42:29	3	2	1000	1000
1775	2019-10-01T13:09:34	2	13	1001	1000
1778	2019-12-20T05:05:57	5	5	1002	1002
1781	2019-03-21T19:19:54	4	19	1001	1001
1784	2018-12-31T10:47:17	1	10	1001	1001
1787	2019-09-14T14:21:31	6	14	1001	1000
1790	2019-01-30T06:58:37	3	6	1002	1003
1793	2019-09-13T10:16:59	5	10	1003	1000
1796	2020-01-02T10:17:18	4	10	1002	1002
1799	2019-08-02T08:05:56	5	8	1003	1000
1802	2019-05-18T23:28:57	6	23	1003	1000
1805	2019-07-26T07:28:25	5	7	1000	1002
1808	2019-12-03T23:44:07	2	23	1001	1000
1811	2019-02-25T19:42:16	1	19	1003	1002
1814	2019-05-22T10:07:39	3	10	1000	1000
1817	2019-01-15T14:14:50	2	14	1000	1000
1820	2019-09-24T04:35:40	2	4	1001	1000
1823	2019-04-08T07:51:57	1	7	1003	1000
1826	2019-07-31T07:22:32	3	7	1001	1002
1829	2019-11-19T16:34:34	2	16	1001	1001
1832	2019-10-14T10:24:36	1	10	1001	1002
1835	2019-07-15T10:41:06	1	10	1000	1000
1838	2019-01-04T10:05:04	5	10	1000	1000
1841	2019-08-08T19:58:19	4	19	1000	1001
1844	2019-10-08T17:41:43	2	17	1000	1000
1847	2019-02-17T07:10:47	7	7	1002	1001
1850	2019-03-27T18:39:12	3	18	1001	1002
1853	2019-08-09T18:50:03	5	18	1000	1002
1856	2019-02-26T05:45:13	2	5	1000	1000
1859	2019-06-18T06:47:54	2	6	1000	1001
1862	2019-07-08T21:36:17	1	21	1000	1002
1865	2019-02-07T04:48:17	4	4	1001	1001
1868	2019-06-10T06:48:41	1	6	1000	1000
1871	2019-04-29T18:39:33	1	18	1000	1000
1874	2019-11-11T09:38:27	1	9	1002	1001
1877	2019-06-10T07:56:05	1	7	1003	1002
1880	2019-01-07T13:55:45	1	13	1001	1000
1883	2019-10-31T15:38:47	4	15	1001	1000
1886	2019-06-24T14:34:43	1	14	1003	1000
1889	2019-06-29T14:53:12	6	14	1002	1001
1892	2019-04-09T09:50:39	2	9	1003	1000
1895	2019-09-06T22:52:28	5	22	1003	1000
1898	2019-06-12T12:22:12	3	12	1001	1000
1901	2019-05-21T16:34:58	2	16	1002	1000
1904	2019-12-23T01:10:10	1	1	1001	1001
1907	2019-12-26T06:25:39	4	6	1002	1001
1910	2019-08-05T10:00:16	1	10	1001	1003
1913	2019-10-14T13:11:30	1	13	1000	1002
1916	2019-06-25T09:14:41	2	9	1001	1000
1919	2019-01-07T18:20:19	1	18	1000	1001
1922	2019-04-09T19:18:08	2	19	1003	1000
1925	2019-11-11T07:16:43	1	7	1001	1001
1928	2019-05-22T07:31:14	3	7	1002	1001
1931	2019-09-28T08:57:02	6	8	1002	1000
1934	2019-02-11T06:34:12	1	6	1003	1000
1937	2019-03-27T12:07:34	3	12	1000	1002
1940	2019-05-08T10:33:22	3	10	1001	1000
1943	2019-09-23T06:42:50	1	6	1003	1002
1946	2019-09-03T18:40:11	2	18	1000	1001
1949	2019-02-19T20:31:28	2	20	1001	1000
1952	2019-01-30T05:40:42	3	5	1001	1000
1955	2019-01-02T09:58:51	3	9	1003	1000
1958	2020-01-01T07:13:08	3	7	1003	1003
1961	2019-02-15T18:20:32	5	18	1003	1001
1964	2019-08-30T11:18:02	5	11	1000	1000
1967	2019-09-04T05:52:30	3	5	1000	1000
1970	2019-10-08T01:34:49	2	1	1000	1000
1973	2019-10-29T07:45:21	2	7	1002	1000
1976	2019-07-14T09:31:30	7	9	1000	1000
1979	2019-12-05T10:55:36	4	10	1001	1000
1982	2019-06-10T18:27:28	1	18	1003	1000
1985	2019-11-26T22:34:41	2	22	1001	1000
1988	2019-02-05T17:25:41	2	17	1000	1000
1991	2019-10-08T06:31:40	2	6	1003	1000
1994	2019-03-28T09:50:56	4	9	1001	1001
1997	2019-09-16T19:28:39	1	19	1001	1001
2000	2019-02-24T08:52:54	7	8	1001	1000
2003	2019-04-11T07:30:12	4	7	1003	1001
2006	2019-10-21T06:52:05	1	6	1000	1001
2009	2019-05-25T09:07:27	6	9	1003	1001
2012	2019-02-12T06:00:32	2	6	1001	1000
2015	2019-12-13T22:11:55	5	22	1001	1003
2018	2019-11-12T08:20:42	2	8	1000	1003
2021	2019-11-21T17:25:00	4	17	1001	1001
2024	2019-04-17T04:26:54	3	4	1001	1000
2027	2019-08-14T16:39:43	3	16	1000	1003
2030	2019-03-05T18:40:49	2	18	1000	1000
2033	2019-06-23T08:46:26	7	8	1001	1002
2036	2019-08-05T09:43:21	1	9	1000	1001
2039	2019-09-13T01:39:56	5	1	1001	1001
2042	2019-08-22T07:32:26	4	7	1003	1003
2045	2019-06-14T16:37:42	5	16	1002	1000
2048	2019-02-05T00:08:50	2	0	1003	1000
2051	2019-06-24T09:28:14	1	9	1001	1000
2054	2019-12-04T06:50:37	3	6	1001	1001
2057	2019-08-21T20:51:50	3	20	1002	1000
2060	2019-02-08T14:30:13	5	14	1001	1000
2063	2019-01-03T11:44:33	4	11	1001	1000
2066	2019-08-10T17:18:25	6	17	1001	1000
2069	2019-06-03T17:07:13	1	17	1000	1002
2072	2019-11-18T09:21:52	1	9	1000	1000
2075	2019-05-22T17:15:55	3	17	1001	1001
2078	2019-06-18T06:57:50	2	6	1003	1000
2081	2019-10-03T11:59:00	4	11	1003	1001
2084	2019-12-12T10:42:02	4	10	1000	1003
2087	2019-11-18T17:08:40	1	17	1001	1003
2090	2019-10-15T04:08:48	2	4	1001	1000
2093	2019-02-26T12:08:51	2	12	1000	1000
2096	2019-01-17T19:55:06	4	19	1000	1003
2099	2019-04-17T19:32:49	3	19	1000	1001
2102	2019-08-30T16:36:09	5	16	1001	1001
2105	2019-10-16T11:33:27	3	11	1003	1000
2108	2019-11-26T08:51:23	2	8	1003	1001
2111	2019-08-04T08:38:22	7	8	1000	1001
2114	2019-04-05T17:13:22	5	17	1000	1000
2117	2019-12-23T19:38:49	1	19	1000	1001
2120	2019-08-13T12:24:14	2	12	1001	1000
2123	2019-10-31T12:17:45	4	12	1003	1000
2126	2019-11-01T08:07:48	5	8	1001	1001
2129	2019-10-07T08:17:58	1	8	1001	1000
2132	2019-05-28T08:21:54	2	8	1001	1000
2135	2019-08-26T15:19:36	1	15	1000	1000
2138	2019-05-27T00:05:36	1	0	1003	1000
2141	2019-12-16T19:50:48	1	19	1001	1000
2144	2019-03-12T19:51:19	2	19	1000	1001
2147	2019-10-18T17:06:09	5	17	1002	1001
2150	2019-05-20T14:55:51	1	14	1003	1000
2153	2019-12-28T08:04:35	6	8	1000	1001
2156	2019-09-09T02:12:21	1	2	1001	1001
2159	2019-09-05T10:29:49	4	10	1001	1001
2162	2019-09-28T06:25:07	6	6	1003	1001
2165	2019-02-15T08:26:21	5	8	1000	1000
2168	2019-06-04T07:25:38	2	7	1003	1000
2171	2019-02-16T19:35:11	6	19	1001	1000
2174	2019-07-22T08:33:09	1	8	1001	1001
2177	2019-05-24T20:05:39	5	20	1000	1000
2180	2019-02-25T15:12:01	1	15	1001	1000
2183	2019-12-02T10:34:58	1	10	1000	1001
2186	2019-11-22T12:48:13	5	12	1002	1001
2189	2019-08-28T02:28:08	3	2	1000	1000
2192	2019-01-11T16:15:11	5	16	1001	1000
2195	2019-04-02T06:39:09	2	6	1003	1000
2198	2019-07-31T10:47:06	3	10	1000	1000
2201	2019-10-03T12:10:58	4	12	1002	1000
2204	2019-08-29T11:13:12	4	11	1001	1000
2207	2019-02-01T16:22:45	5	16	1003	1000
2210	2019-03-29T09:43:03	5	9	1001	1000
2213	2019-04-20T08:12:56	6	8	1003	1000
2216	2019-11-28T17:46:01	4	17	1002	1000
2219	2019-12-17T05:17:42	2	5	1001	1001
2222	2019-04-20T08:45:06	6	8	1003	1000
2225	2019-09-09T16:57:26	1	16	1000	1000
2228	2019-07-10T02:32:54	3	2	1001	1000
2231	2019-02-27T11:44:48	3	11	1000	1000
2234	2019-05-03T07:05:45	5	7	1003	1001
2237	2019-11-29T12:28:16	5	12	1001	1001
2240	2019-11-07T08:14:40	4	8	1000	1001
2243	2019-02-06T14:38:44	3	14	1000	1000
2246	2019-07-07T03:08:14	7	3	1000	1000
2249	2019-06-11T06:13:21	2	6	1000	1001
2252	2019-09-09T07:44:10	1	7	1000	1001
2255	2019-07-09T12:39:03	2	12	1001	1000
2258	2019-01-14T19:16:37	1	19	1001	1001
2261	2019-11-30T23:16:55	6	23	1001	1000
2264	2019-10-20T03:51:55	7	3	1000	1000
2267	2019-12-10T20:13:33	2	20	1000	1000
2270	2019-07-20T14:36:15	6	14	1000	1000
2273	2019-09-12T17:16:26	4	17	1003	1001
2276	2019-04-01T08:33:36	1	8	1000	1001
2279	2019-02-04T18:17:38	1	18	1002	1001
2282	2019-10-21T07:29:49	1	7	1000	1001
2285	2019-12-30T17:49:31	1	17	1000	1000
2288	2019-06-28T08:53:30	5	8	1003	1001
2291	2019-03-12T07:06:21	2	7	1001	1000
2294	2019-12-30T03:18:18	1	3	1003	1000
2297	2019-05-20T23:11:05	1	23	1000	1001
2300	2019-09-11T08:23:07	3	8	1001	1000
2303	2019-12-18T19:56:54	3	19	1001	1000
2306	2019-12-13T08:06:24	5	8	1003	1000
2309	2019-04-13T19:53:47	6	19	1000	1003
2312	2019-03-25T08:03:22	1	8	1000	1000
2315	2019-02-17T16:45:06	7	16	1001	1001
2318	2019-10-07T12:10:27	1	12	1001	1000
2321	2019-02-11T18:00:55	1	18	1000	1000
2324	2019-07-30T08:08:42	2	8	1000	1000
2327	2019-02-14T04:15:28	4	4	1000	1002
2330	2019-11-01T09:03:43	5	9	1000	1002
2333	2019-07-25T23:10:00	4	23	1000	1000
2336	2019-07-16T20:50:03	2	20	1002	1000
2339	2019-07-21T13:58:06	7	13	1000	1000
2342	2019-11-14T07:34:18	4	7	1000	1000
2345	2019-07-02T12:10:40	2	12	1001	1001
2348	2019-06-09T08:54:48	7	8	1001	1000
2351	2019-12-14T23:37:15	6	23	1001	1001
2354	2019-06-08T02:28:39	6	2	1003	1001
2357	2019-05-15T18:19:26	3	18	1003	1001
2360	2019-02-25T02:20:28	1	2	1001	1002
2363	2018-12-31T10:44:33	1	10	1001	1000
2366	2019-12-10T07:14:28	2	7	1000	1001
2369	2019-04-04T06:51:46	4	6	1001	1000
2372	2019-06-06T18:33:46	4	18	1000	1000
2375	2019-05-21T01:51:24	2	1	1002	1001
2378	2019-11-04T07:55:11	1	7	1001	1000
2381	2019-01-03T20:10:42	4	20	1003	1000
2384	2019-09-19T04:34:09	4	4	1002	1000
2387	2019-12-17T09:30:27	2	9	1000	1000
2390	2019-01-22T08:31:24	2	8	1000	1000
2393	2019-11-15T10:29:43	5	10	1001	1001
2396	2019-03-22T07:36:03	5	7	1001	1001
2399	2019-10-22T22:58:11	2	22	1001	1001
2402	2019-05-08T16:56:59	3	16	1002	1000
2405	2019-06-28T22:24:45	5	22	1003	1001
2408	2019-10-25T10:47:36	5	10	1001	1001
2411	2019-06-17T09:47:25	1	9	1000	1003
2414	2019-09-21T02:29:07	6	2	1003	1000
2417	2019-02-01T02:53:32	5	2	1000	1000
2420	2019-09-13T03:17:24	5	3	1001	1001
2423	2019-03-26T12:40:28	2	12	1001	1001
2426	2019-11-21T14:34:01	4	14	1000	1000
2429	2019-06-09T18:57:29	7	18	1000	1001
2432	2019-05-06T15:46:05	1	15	1000	1000
2435	2019-06-22T19:24:29	6	19	1002	1000
2438	2019-05-03T12:27:54	5	12	1000	1000
2441	2019-07-19T22:54:44	5	22	1000	1000
2444	2019-12-17T04:01:27	2	4	1000	1000
2447	2019-10-22T10:42:59	2	10	1000	1001
2450	2018-12-31T15:21:22	1	15	1003	1000
2453	2019-05-20T06:12:56	1	6	1001	1001
2456	2019-09-30T04:45:57	1	4	1000	1000
2459	2019-09-04T06:18:40	3	6	1001	1000
2462	2019-03-12T17:21:18	2	17	1001	1000
2465	2019-06-12T07:54:00	3	7	1001	1001
2468	2019-09-17T15:07:34	2	15	1001	1002
2471	2019-08-16T17:07:59	5	17	1001	1001
2474	2019-05-10T18:15:27	5	18	1003	1000
2477	2019-06-17T18:15:57	1	18	1002	1000
2480	2019-05-13T03:32:24	1	3	1000	1001
2483	2019-08-25T07:05:25	7	7	1000	1000
2486	2019-06-01T07:17:39	6	7	1001	1000
2489	2019-04-19T06:40:34	5	6	1000	1000
2492	2019-03-13T15:13:05	3	15	1000	1001
2495	2019-10-26T10:22:05	6	10	1003	1000
2498	2019-11-08T04:03:41	5	4	1001	1002
2501	2019-07-26T19:26:25	5	19	1001	1001
2504	2019-12-16T08:45:00	1	8	1003	1002
2507	2019-02-19T09:20:13	2	9	1003	1001
2510	2019-07-15T18:17:46	1	18	1001	1000
2513	2019-10-25T09:54:18	5	9	1003	1001
2516	2019-02-01T14:14:22	5	14	1000	1002
2519	2019-05-17T13:19:04	5	13	1000	1001
2522	2019-03-01T00:59:52	5	0	1000	1002
2525	2019-02-12T18:15:24	2	18	1000	1001
2528	2019-09-02T04:53:29	1	4	1003	1000
2531	2019-06-14T04:36:54	5	4	1001	1001
2534	2019-11-05T20:46:54	2	20	1002	1000
2537	2019-01-21T08:39:43	1	8	1001	1000
2540	2019-05-21T14:49:23	2	14	1001	1000
2543	2019-07-11T19:23:31	4	19	1000	1000
2546	2019-05-13T14:01:37	1	14	1000	1000
2549	2020-01-03T10:19:04	5	10	1000	1000
2552	2019-06-07T05:16:05	5	5	1001	1000
2555	2019-03-26T07:56:49	2	7	1000	1000
2558	2019-11-15T09:51:57	5	9	1000	1000
2561	2019-05-23T14:47:42	4	14	1001	1000
2564	2019-11-21T00:59:36	4	0	1003	1000
2567	2019-01-14T04:47:10	1	4	1000	1000
2570	2019-02-05T04:16:15	2	4	1000	1002
2573	2019-12-13T18:32:10	5	18	1003	1001
2576	2019-02-22T06:04:11	5	6	1001	1000
2579	2019-04-15T07:22:21	1	7	1002	1001
2582	2019-03-25T08:13:02	1	8	1000	1000
2585	2019-04-02T19:14:50	2	19	1001	1001
2588	2019-08-08T08:31:19	4	8	1002	1001
2591	2019-11-22T08:21:30	5	8	1000	1000
2594	2019-01-28T09:39:14	1	9	1000	1001
2597	2019-10-07T18:35:57	1	18	1002	1000
2600	2019-06-14T09:01:48	5	9	1000	1000
2603	2019-08-31T09:25:53	6	9	1000	1000
2606	2019-10-15T09:06:12	2	9	1001	1000
