V_ID	V_Datum	V_Wochentag	V_Stunde	V_Station	V_Kartenart
39241	2019-03-01T04:23:43	4	4	1001	3
39242	2019-03-01T04:24:03	4	4	1002	1
39243	2019-03-01T04:24:13	4	4	1003	4
39244	2019-03-01T04:26:39	4	4	1001	1
39245	2019-03-01T04:43:15	4	4	1004	1
39246	2019-03-01T04:50:54	4	4	1001	1
39247	2019-03-01T04:57:59	4	4	1001	4
39248	2019-03-01T05:00:15	4	5	1004	2
39249	2019-03-01T05:07:36	4	5	1002	1
39250	2019-03-01T05:15:56	4	5	1001	1
39251	2019-03-01T05:16:26	4	5	1002	2
39252	2019-03-01T05:21:46	4	5	1001	4
39253	2019-03-01T05:39:43	4	5	1004	3
39254	2019-03-01T05:41:16	4	5	1002	3
39255	2019-03-01T05:47:32	4	5	1002	3
39256	2019-03-01T05:48:18	4	5	1002	2
39257	2019-03-01T05:52:38	4	5	1001	3
39258	2019-03-01T05:53:23	4	5	1001	1
39259	2019-03-01T05:55:21	4	5	1001	2
39260	2019-03-01T05:56:18	4	5	1004	2
39261	2019-03-01T05:59:28	4	5	1001	3
39262	2019-03-01T06:02:06	4	6	1001	3
39263	2019-03-01T06:02:17	4	6	1002	1
39264	2019-03-01T06:05:23	4	6	1002	3
39265	2019-03-01T06:05:38	4	6	1001	2
39266	2019-03-01T06:16:37	4	6	1004	2
39267	2019-03-01T06:20:27	4	6	1002	2
39268	2019-03-01T06:28:35	4	6	1001	2
39269	2019-03-01T06:28:56	4	6	1001	1
39270	2019-03-01T06:29:35	4	6	1001	2
39271	2019-03-01T06:32:05	4	6	1001	2
39272	2019-03-01T06:35:57	4	6	1004	2
39273	2019-03-01T06:38:02	4	6	1002	4
39274	2019-03-01T06:38:49	4	6	1001	3
39275	2019-03-01T06:42:06	4	6	1002	3
39276	2019-03-01T06:47:15	4	6	1004	2
39277	2019-03-01T06:52:04	4	6	1001	1
39278	2019-03-01T06:58:53	4	6	1004	2
39279	2019-03-01T06:58:58	4	6	1002	2
39280	2019-03-01T07:00:38	4	7	1001	1
39281	2019-03-01T07:00:50	4	7	1002	2
39282	2019-03-01T07:01:57	4	7	1001	1
39283	2019-03-01T07:02:12	4	7	1001	3
39284	2019-03-01T07:02:49	4	7	1001	3
39285	2019-03-01T07:04:22	4	7	1001	1
39286	2019-03-01T07:04:33	4	7	1002	3
39287	2019-03-01T07:04:37	4	7	1004	3
39288	2019-03-01T07:05:35	4	7	1001	3
39289	2019-03-01T07:06:01	4	7	1004	2
39290	2019-03-01T07:07:19	4	7	1002	2
39291	2019-03-01T07:07:48	4	7	1001	2
39292	2019-03-01T07:09:23	4	7	1001	2
39293	2019-03-01T07:09:28	4	7	1001	1
39294	2019-03-01T07:10:31	4	7	1001	2
39295	2019-03-01T07:11:10	4	7	1002	2
39296	2019-03-01T07:11:58	4	7	1001	3
39297	2019-03-01T07:12:27	4	7	1001	1
39298	2019-03-01T07:12:45	4	7	1002	2
39299	2019-03-01T07:16:31	4	7	1003	1
39300	2019-03-01T07:16:47	4	7	1001	3
39301	2019-03-01T07:17:37	4	7	1003	3
39302	2019-03-01T07:18:37	4	7	1001	2
39303	2019-03-01T07:19:26	4	7	1004	1
39304	2019-03-01T07:21:37	4	7	1001	3
39305	2019-03-01T07:23:47	4	7	1001	1
39306	2019-03-01T07:24:11	4	7	1004	2
39307	2019-03-01T07:24:19	4	7	1002	1
39308	2019-03-01T07:25:02	4	7	1002	3
39309	2019-03-01T07:25:50	4	7	1004	3
39310	2019-03-01T07:26:22	4	7	1002	2
39311	2019-03-01T07:28:41	4	7	1001	2
39312	2019-03-01T07:31:02	4	7	1004	2
39313	2019-03-01T07:31:51	4	7	1001	2
39314	2019-03-01T07:32:32	4	7	1001	2
39315	2019-03-01T07:33:01	4	7	1001	1
39316	2019-03-01T07:33:56	4	7	1001	2
39317	2019-03-01T07:33:57	4	7	1001	2
39318	2019-03-01T07:35:34	4	7	1002	2
39319	2019-03-01T07:36:19	4	7	1001	3
39320	2019-03-01T07:36:56	4	7	1001	2
39321	2019-03-01T07:36:58	4	7	1002	2
39322	2019-03-01T07:39:29	4	7	1001	2
39323	2019-03-01T07:41:29	4	7	1001	3
39324	2019-03-01T07:42:31	4	7	1004	3
39325	2019-03-01T07:42:49	4	7	1001	2
39326	2019-03-01T07:43:04	4	7	1001	2
39327	2019-03-01T07:43:09	4	7	1001	4
39328	2019-03-01T07:43:21	4	7	1002	3
39329	2019-03-01T07:44:01	4	7	1001	3
39330	2019-03-01T07:44:17	4	7	1001	1
39331	2019-03-01T07:44:23	4	7	1001	4
39332	2019-03-01T07:44:40	4	7	1004	3
39333	2019-03-01T07:49:07	4	7	1002	1
39334	2019-03-01T07:50:18	4	7	1001	4
39335	2019-03-01T07:52:57	4	7	1002	2
39336	2019-03-01T07:55:44	4	7	1004	3
39337	2019-03-01T07:58:49	4	7	1004	4
39338	2019-03-01T07:58:53	4	7	1003	2
39339	2019-03-01T07:59:31	4	7	1001	1
39340	2019-03-01T08:00:25	4	8	1001	2
39341	2019-03-01T08:00:49	4	8	1002	2
39342	2019-03-01T08:00:50	4	8	1001	1
39343	2019-03-01T08:01:49	4	8	1001	2
39344	2019-03-01T08:03:14	4	8	1001	2
39345	2019-03-01T08:04:23	4	8	1004	2
39346	2019-03-01T08:04:39	4	8	1004	3
39347	2019-03-01T08:04:57	4	8	1001	2
39348	2019-03-01T08:05:08	4	8	1001	2
39349	2019-03-01T08:06:14	4	8	1001	4
39350	2019-03-01T08:06:21	4	8	1001	3
39351	2019-03-01T08:07:40	4	8	1002	4
39352	2019-03-01T08:08:14	4	8	1001	4
39353	2019-03-01T08:08:24	4	8	1001	4
39354	2019-03-01T08:08:58	4	8	1001	1
39355	2019-03-01T08:09:32	4	8	1004	2
39356	2019-03-01T08:09:52	4	8	1002	1
39357	2019-03-01T08:13:07	4	8	1004	2
39358	2019-03-01T08:14:58	4	8	1001	4
39359	2019-03-01T08:15:25	4	8	1004	4
39360	2019-03-01T08:15:39	4	8	1001	1
39361	2019-03-01T08:15:45	4	8	1004	3
39362	2019-03-01T08:16:34	4	8	1002	2
39363	2019-03-01T08:18:00	4	8	1003	2
39364	2019-03-01T08:18:23	4	8	1001	4
39365	2019-03-01T08:18:44	4	8	1001	2
39366	2019-03-01T08:20:00	4	8	1004	2
39367	2019-03-01T08:23:20	4	8	1001	2
39368	2019-03-01T08:24:50	4	8	1004	2
39369	2019-03-01T08:24:51	4	8	1001	1
39370	2019-03-01T08:25:03	4	8	1002	2
39371	2019-03-01T08:26:32	4	8	1002	3
39372	2019-03-01T08:27:42	4	8	1004	2
39373	2019-03-01T08:29:39	4	8	1002	2
39374	2019-03-01T08:30:53	4	8	1001	2
39375	2019-03-01T08:31:32	4	8	1001	2
39376	2019-03-01T08:32:36	4	8	1001	4
39377	2019-03-01T08:32:50	4	8	1001	3
39378	2019-03-01T08:33:46	4	8	1001	1
39379	2019-03-01T08:34:07	4	8	1001	2
39380	2019-03-01T08:35:04	4	8	1001	1
39381	2019-03-01T08:36:21	4	8	1002	4
39382	2019-03-01T08:37:32	4	8	1001	2
39383	2019-03-01T08:37:44	4	8	1001	2
39384	2019-03-01T08:39:22	4	8	1001	2
39385	2019-03-01T08:39:44	4	8	1001	4
39386	2019-03-01T08:39:54	4	8	1001	2
39387	2019-03-01T08:41:46	4	8	1002	2
39388	2019-03-01T08:42:01	4	8	1002	4
39389	2019-03-01T08:42:08	4	8	1002	2
39390	2019-03-01T08:42:38	4	8	1004	3
39391	2019-03-01T08:43:12	4	8	1001	1
39392	2019-03-01T08:43:13	4	8	1002	3
39393	2019-03-01T08:44:18	4	8	1002	3
39394	2019-03-01T08:45:55	4	8	1001	2
39395	2019-03-01T08:46:01	4	8	1001	1
39396	2019-03-01T08:46:36	4	8	1002	1
39397	2019-03-01T08:46:53	4	8	1001	4
39398	2019-03-01T08:47:11	4	8	1001	2
39399	2019-03-01T08:48:23	4	8	1002	3
39400	2019-03-01T08:48:50	4	8	1001	2
39401	2019-03-01T08:49:13	4	8	1002	3
39402	2019-03-01T08:49:37	4	8	1002	2
39403	2019-03-01T08:50:26	4	8	1001	3
39404	2019-03-01T08:53:00	4	8	1001	1
39405	2019-03-01T08:53:04	4	8	1001	1
39406	2019-03-01T08:53:10	4	8	1001	1
39407	2019-03-01T08:53:21	4	8	1001	3
39408	2019-03-01T08:54:08	4	8	1001	2
39409	2019-03-01T08:54:26	4	8	1001	3
39410	2019-03-01T08:54:49	4	8	1001	4
39411	2019-03-01T08:56:12	4	8	1001	1
39412	2019-03-01T08:57:53	4	8	1001	2
39413	2019-03-01T08:58:48	4	8	1001	3
39414	2019-03-01T09:02:10	4	9	1002	3
39415	2019-03-01T09:04:28	4	9	1001	3
39416	2019-03-01T09:06:32	4	9	1002	2
39417	2019-03-01T09:07:02	4	9	1001	2
39418	2019-03-01T09:07:10	4	9	1001	2
39419	2019-03-01T09:08:19	4	9	1001	1
39420	2019-03-01T09:08:34	4	9	1001	3
39421	2019-03-01T09:08:37	4	9	1001	1
39422	2019-03-01T09:09:25	4	9	1001	1
39423	2019-03-01T09:09:29	4	9	1001	2
39424	2019-03-01T09:10:51	4	9	1001	2
39425	2019-03-01T09:11:03	4	9	1004	2
39426	2019-03-01T09:12:05	4	9	1001	3
39427	2019-03-01T09:12:12	4	9	1002	3
39428	2019-03-01T09:13:11	4	9	1004	2
39429	2019-03-01T09:13:53	4	9	1001	2
39430	2019-03-01T09:18:23	4	9	1002	3
39431	2019-03-01T09:18:51	4	9	1001	2
39432	2019-03-01T09:20:48	4	9	1002	3
39433	2019-03-01T09:23:22	4	9	1001	1
39434	2019-03-01T09:23:55	4	9	1004	1
39435	2019-03-01T09:25:03	4	9	1004	4
39436	2019-03-01T09:26:24	4	9	1002	2
39437	2019-03-01T09:28:42	4	9	1002	2
39438	2019-03-01T09:29:23	4	9	1002	2
39439	2019-03-01T09:33:49	4	9	1001	3
39440	2019-03-01T09:35:20	4	9	1004	3
39441	2019-03-01T09:38:51	4	9	1002	3
39442	2019-03-01T09:40:52	4	9	1004	3
39443	2019-03-01T09:42:59	4	9	1001	3
39444	2019-03-01T09:43:31	4	9	1004	1
39445	2019-03-01T09:46:19	4	9	1004	2
39446	2019-03-01T09:50:54	4	9	1002	4
39447	2019-03-01T09:51:42	4	9	1001	2
39448	2019-03-01T09:51:57	4	9	1001	1
39449	2019-03-01T09:52:50	4	9	1004	4
39450	2019-03-01T09:54:35	4	9	1004	2
39451	2019-03-01T09:55:18	4	9	1001	3
39452	2019-03-01T09:55:22	4	9	1001	3
39453	2019-03-01T09:57:10	4	9	1001	3
39454	2019-03-01T09:58:01	4	9	1001	4
39455	2019-03-01T10:00:12	4	10	1001	1
39456	2019-03-01T10:01:19	4	10	1001	2
39457	2019-03-01T10:10:03	4	10	1001	3
39458	2019-03-01T10:10:21	4	10	1001	3
39459	2019-03-01T10:13:29	4	10	1004	2
39460	2019-03-01T10:13:43	4	10	1001	2
39461	2019-03-01T10:14:41	4	10	1001	1
39462	2019-03-01T10:19:52	4	10	1001	3
39463	2019-03-01T10:20:06	4	10	1001	3
39464	2019-03-01T10:20:49	4	10	1001	4
39465	2019-03-01T10:21:28	4	10	1001	2
39466	2019-03-01T10:22:02	4	10	1001	2
39467	2019-03-01T10:30:32	4	10	1004	2
39468	2019-03-01T10:40:08	4	10	1001	2
39469	2019-03-01T10:42:06	4	10	1002	4
39470	2019-03-01T10:44:56	4	10	1004	4
39471	2019-03-01T10:54:30	4	10	1004	3
39472	2019-03-01T10:57:26	4	10	1001	1
39473	2019-03-01T11:02:43	4	11	1003	3
39474	2019-03-01T11:05:49	4	11	1004	3
39475	2019-03-01T11:08:26	4	11	1001	2
39476	2019-03-01T11:09:15	4	11	1004	3
39477	2019-03-01T11:15:34	4	11	1002	3
39478	2019-03-01T11:16:13	4	11	1001	4
39479	2019-03-01T11:19:05	4	11	1002	3
39480	2019-03-01T11:26:13	4	11	1004	3
39481	2019-03-01T11:32:46	4	11	1001	3
39482	2019-03-01T11:35:27	4	11	1001	3
39483	2019-03-01T11:37:19	4	11	1001	3
39484	2019-03-01T11:38:29	4	11	1001	4
39485	2019-03-01T11:38:43	4	11	1001	2
39486	2019-03-01T11:40:51	4	11	1001	2
39487	2019-03-01T11:43:53	4	11	1002	2
39488	2019-03-01T11:44:25	4	11	1004	4
39489	2019-03-01T11:44:34	4	11	1003	1
39490	2019-03-01T11:53:58	4	11	1001	3
39491	2019-03-01T11:58:29	4	11	1001	2
39492	2019-03-01T12:00:19	4	12	1002	2
39493	2019-03-01T12:00:50	4	12	1001	2
39494	2019-03-01T12:02:58	4	12	1002	2
39495	2019-03-01T12:07:06	4	12	1001	1
39496	2019-03-01T12:13:06	4	12	1004	1
39497	2019-03-01T12:13:35	4	12	1004	1
39498	2019-03-01T12:18:34	4	12	1004	2
39499	2019-03-01T12:23:17	4	12	1001	2
39500	2019-03-01T12:24:42	4	12	1001	2
39501	2019-03-01T12:27:58	4	12	1004	2
39502	2019-03-01T12:28:18	4	12	1004	3
39503	2019-03-01T12:28:45	4	12	1001	2
39504	2019-03-01T12:29:23	4	12	1004	2
39505	2019-03-01T12:31:04	4	12	1001	2
39506	2019-03-01T12:35:04	4	12	1004	4
39507	2019-03-01T12:37:16	4	12	1003	4
39508	2019-03-01T12:41:53	4	12	1002	2
39509	2019-03-01T12:42:16	4	12	1001	2
39510	2019-03-01T12:45:47	4	12	1002	2
39511	2019-03-01T12:46:24	4	12	1001	2
39512	2019-03-01T12:46:37	4	12	1001	3
39513	2019-03-01T12:47:39	4	12	1001	2
39514	2019-03-01T12:47:41	4	12	1001	4
39515	2019-03-01T12:51:22	4	12	1001	3
39516	2019-03-01T12:52:04	4	12	1002	3
39517	2019-03-01T12:53:02	4	12	1002	1
39518	2019-03-01T12:53:02	4	12	1004	3
39519	2019-03-01T12:53:15	4	12	1001	3
39520	2019-03-01T12:58:20	4	12	1004	1
39521	2019-03-01T13:02:40	4	13	1001	3
39522	2019-03-01T13:04:20	4	13	1001	3
39523	2019-03-01T13:07:32	4	13	1001	1
39524	2019-03-01T13:11:48	4	13	1002	2
39525	2019-03-01T13:17:38	4	13	1001	2
39526	2019-03-01T13:24:07	4	13	1001	2
39527	2019-03-01T13:25:07	4	13	1001	1
39528	2019-03-01T13:25:52	4	13	1004	1
39529	2019-03-01T13:26:26	4	13	1004	2
39530	2019-03-01T13:27:01	4	13	1001	1
39531	2019-03-01T13:30:01	4	13	1001	3
39532	2019-03-01T13:30:36	4	13	1001	2
39533	2019-03-01T13:34:05	4	13	1001	3
39534	2019-03-01T13:34:16	4	13	1002	3
39535	2019-03-01T13:36:54	4	13	1004	2
39536	2019-03-01T13:45:54	4	13	1001	2
39537	2019-03-01T13:46:12	4	13	1002	2
39538	2019-03-01T13:46:56	4	13	1001	2
39539	2019-03-01T13:49:56	4	13	1002	2
39540	2019-03-01T13:51:15	4	13	1001	3
39541	2019-03-01T13:51:49	4	13	1001	2
39542	2019-03-01T13:52:00	4	13	1001	1
39543	2019-03-01T13:56:14	4	13	1001	3
39544	2019-03-01T13:56:28	4	13	1002	1
39545	2019-03-01T14:04:59	4	14	1001	2
39546	2019-03-01T14:06:18	4	14	1004	1
39547	2019-03-01T14:12:47	4	14	1001	3
39548	2019-03-01T14:13:48	4	14	1002	2
39549	2019-03-01T14:18:25	4	14	1001	1
39550	2019-03-01T14:22:08	4	14	1001	2
39551	2019-03-01T14:25:20	4	14	1001	2
39552	2019-03-01T14:27:15	4	14	1003	2
39553	2019-03-01T14:28:12	4	14	1001	3
39554	2019-03-01T14:31:05	4	14	1004	3
39555	2019-03-01T14:32:04	4	14	1001	4
39556	2019-03-01T14:36:22	4	14	1001	3
39557	2019-03-01T14:38:06	4	14	1001	3
39558	2019-03-01T14:41:36	4	14	1001	2
39559	2019-03-01T14:44:07	4	14	1004	4
39560	2019-03-01T14:47:39	4	14	1001	1
39561	2019-03-01T14:55:04	4	14	1002	1
39562	2019-03-01T14:59:55	4	14	1001	1
39563	2019-03-01T15:07:00	4	15	1001	1
39564	2019-03-01T15:07:20	4	15	1002	2
39565	2019-03-01T15:14:34	4	15	1002	1
39566	2019-03-01T15:17:05	4	15	1002	2
39567	2019-03-01T15:17:27	4	15	1002	3
39568	2019-03-01T15:18:58	4	15	1004	2
39569	2019-03-01T15:20:03	4	15	1004	2
39570	2019-03-01T15:23:14	4	15	1001	1
39571	2019-03-01T15:25:22	4	15	1002	2
39572	2019-03-01T15:30:49	4	15	1001	2
39573	2019-03-01T15:35:44	4	15	1001	1
39574	2019-03-01T15:36:12	4	15	1001	2
39575	2019-03-01T15:36:57	4	15	1001	4
39576	2019-03-01T15:41:54	4	15	1004	1
39577	2019-03-01T15:43:51	4	15	1001	1
39578	2019-03-01T15:46:20	4	15	1001	3
39579	2019-03-01T15:50:24	4	15	1002	2
39580	2019-03-01T15:51:25	4	15	1001	2
39581	2019-03-01T15:54:44	4	15	1003	2
39582	2019-03-01T16:04:58	4	16	1002	4
39583	2019-03-01T16:05:54	4	16	1001	2
39584	2019-03-01T16:07:15	4	16	1004	2
39585	2019-03-01T16:14:18	4	16	1001	2
39586	2019-03-01T16:16:38	4	16	1001	2
39587	2019-03-01T16:17:48	4	16	1002	4
39588	2019-03-01T16:17:50	4	16	1004	3
39589	2019-03-01T16:18:03	4	16	1001	1
39590	2019-03-01T16:18:49	4	16	1004	1
39591	2019-03-01T16:19:12	4	16	1001	2
39592	2019-03-01T16:22:39	4	16	1003	4
39593	2019-03-01T16:24:37	4	16	1004	1
39594	2019-03-01T16:25:41	4	16	1001	1
39595	2019-03-01T16:33:23	4	16	1004	1
39596	2019-03-01T16:33:37	4	16	1001	2
39597	2019-03-01T16:33:45	4	16	1002	3
39598	2019-03-01T16:35:09	4	16	1001	2
39599	2019-03-01T16:35:48	4	16	1002	3
39600	2019-03-01T16:37:24	4	16	1001	2
39601	2019-03-01T16:37:59	4	16	1001	3
39602	2019-03-01T16:38:04	4	16	1002	1
39603	2019-03-01T16:38:45	4	16	1002	1
39604	2019-03-01T16:39:40	4	16	1001	4
39605	2019-03-01T16:40:30	4	16	1001	3
39606	2019-03-01T16:41:30	4	16	1002	1
39607	2019-03-01T16:42:51	4	16	1002	2
39608	2019-03-01T16:42:57	4	16	1001	1
39609	2019-03-01T16:43:03	4	16	1001	1
39610	2019-03-01T16:43:52	4	16	1001	1
39611	2019-03-01T16:44:02	4	16	1001	1
39612	2019-03-01T16:44:04	4	16	1004	1
39613	2019-03-01T16:44:48	4	16	1004	1
39614	2019-03-01T16:47:18	4	16	1002	1
39615	2019-03-01T16:47:35	4	16	1001	3
39616	2019-03-01T16:49:26	4	16	1001	2
39617	2019-03-01T16:52:08	4	16	1001	3
39618	2019-03-01T16:53:01	4	16	1002	1
39619	2019-03-01T16:54:26	4	16	1001	3
39620	2019-03-01T16:55:51	4	16	1002	1
39621	2019-03-01T16:55:56	4	16	1002	2
39622	2019-03-01T16:57:23	4	16	1004	1
39623	2019-03-01T16:58:46	4	16	1001	2
39624	2019-03-01T17:00:56	4	17	1001	3
39625	2019-03-01T17:12:30	4	17	1001	2
39626	2019-03-01T17:15:45	4	17	1001	2
39627	2019-03-01T17:24:21	4	17	1001	3
39628	2019-03-01T17:27:25	4	17	1001	3
39629	2019-03-01T17:27:29	4	17	1001	2
39630	2019-03-01T17:38:00	4	17	1001	3
39631	2019-03-01T17:42:33	4	17	1001	3
39632	2019-03-01T17:43:38	4	17	1004	2
39633	2019-03-01T17:45:06	4	17	1001	3
39634	2019-03-01T17:48:59	4	17	1001	4
39635	2019-03-01T17:49:17	4	17	1001	2
39636	2019-03-01T17:53:16	4	17	1003	1
39637	2019-03-01T18:10:37	4	18	1004	3
39638	2019-03-01T18:18:51	4	18	1002	2
39639	2019-03-01T18:21:49	4	18	1001	4
39640	2019-03-01T18:24:56	4	18	1001	1
39641	2019-03-01T18:27:52	4	18	1002	4
39642	2019-03-01T18:29:17	4	18	1001	1
39643	2019-03-01T18:30:17	4	18	1001	1
39644	2019-03-01T18:39:17	4	18	1002	2
39645	2019-03-01T18:58:21	4	18	1001	1
39646	2019-03-01T18:59:22	4	18	1001	1
39647	2019-03-01T19:04:06	4	19	1001	2
39648	2019-03-01T19:10:48	4	19	1002	2
39649	2019-03-01T19:14:09	4	19	1001	2
39650	2019-03-01T19:19:30	4	19	1004	3
39651	2019-03-01T19:24:15	4	19	1001	2
39652	2019-03-01T19:26:53	4	19	1001	3
39653	2019-03-01T19:31:24	4	19	1001	1
39654	2019-03-01T19:33:41	4	19	1001	1
39655	2019-03-01T19:34:44	4	19	1001	3
39656	2019-03-01T19:34:44	4	19	1004	1
39657	2019-03-01T19:35:18	4	19	1001	3
39658	2019-03-01T19:39:18	4	19	1001	1
39659	2019-03-01T19:47:01	4	19	1002	3
39660	2019-03-01T19:49:05	4	19	1004	2
39661	2019-03-01T19:49:39	4	19	1001	2
39662	2019-03-01T19:53:04	4	19	1004	1
39663	2019-03-01T19:53:36	4	19	1002	4
39664	2019-03-01T19:59:22	4	19	1001	3
39665	2019-03-01T20:01:03	4	20	1002	2
39666	2019-03-01T20:01:25	4	20	1003	1
39667	2019-03-01T20:09:09	4	20	1001	2
39668	2019-03-01T20:13:21	4	20	1001	2
39669	2019-03-01T20:16:09	4	20	1001	3
39670	2019-03-01T20:48:58	4	20	1002	3
39671	2019-03-01T20:52:53	4	20	1002	2
39672	2019-03-01T20:54:39	4	20	1001	2
39673	2019-03-01T20:58:53	4	20	1001	1
39674	2019-03-01T21:10:52	4	21	1001	4
39675	2019-03-01T21:11:55	4	21	1004	2
39676	2019-03-01T21:17:35	4	21	1002	1
39677	2019-03-01T21:18:28	4	21	1003	3
39678	2019-03-01T21:18:31	4	21	1004	1
39679	2019-03-01T21:19:26	4	21	1004	3
39680	2019-03-01T21:26:52	4	21	1001	3
39681	2019-03-01T21:29:46	4	21	1001	1
39682	2019-03-01T21:39:04	4	21	1004	1
39683	2019-03-01T21:40:51	4	21	1002	3
39684	2019-03-01T21:50:34	4	21	1001	2
39685	2019-03-01T21:55:48	4	21	1001	1
39686	2019-03-01T21:56:13	4	21	1002	1
39687	2019-03-01T22:13:22	4	22	1003	3
39688	2019-03-01T22:20:41	4	22	1002	2
39689	2019-03-01T22:20:48	4	22	1001	3
39690	2019-03-01T22:22:22	4	22	1002	4
39691	2019-03-01T22:23:03	4	22	1001	1
39692	2019-03-01T22:24:13	4	22	1002	2
39693	2019-03-01T22:27:02	4	22	1004	1
39694	2019-03-01T22:31:20	4	22	1001	2
39695	2019-03-01T22:38:42	4	22	1001	2
39696	2019-03-01T22:54:51	4	22	1001	4
39697	2019-03-01T23:02:53	4	23	1002	2
39698	2019-03-01T23:03:53	4	23	1001	3
39699	2019-03-01T23:06:10	4	23	1002	1
39700	2019-03-01T23:09:22	4	23	1002	2
39701	2019-03-01T23:10:02	4	23	1001	2
39702	2019-03-01T23:18:37	4	23	1004	1
39703	2019-03-01T23:21:13	4	23	1003	2
39704	2019-03-01T23:23:16	4	23	1001	4
39705	2019-03-01T23:25:57	4	23	1001	2
39706	2019-03-01T23:27:21	4	23	1001	2
39707	2019-03-01T23:32:45	4	23	1004	1
39708	2019-03-01T23:34:27	4	23	1001	1
39709	2019-03-01T23:37:15	4	23	1001	1
39710	2019-03-01T23:38:54	4	23	1003	2
39711	2019-03-01T23:41:27	4	23	1001	2
39712	2019-03-01T23:43:58	4	23	1002	2
39713	2019-03-01T23:54:37	4	23	1002	3
39714	2019-03-01T23:58:14	4	23	1001	3
39715	2019-03-02T00:18:03	5	0	1002	3
39716	2019-03-02T00:20:33	5	0	1004	1
39717	2019-03-02T00:20:38	5	0	1001	2
39718	2019-03-02T00:27:54	5	0	1001	3
39719	2019-03-02T00:47:00	5	0	1002	2
39720	2019-03-02T00:54:26	5	0	1003	2
39721	2019-03-02T00:57:31	5	0	1004	4
39722	2019-03-02T01:04:06	5	1	1002	3
39723	2019-03-02T01:12:50	5	1	1003	1
39724	2019-03-02T01:24:32	5	1	1004	2
39725	2019-03-02T01:26:19	5	1	1001	2
39726	2019-03-02T01:33:11	5	1	1002	1
39727	2019-03-02T02:39:12	5	2	1004	2
39728	2019-03-02T02:57:31	5	2	1001	3
39729	2019-03-02T03:05:34	5	3	1001	4
39730	2019-03-02T03:06:43	5	3	1003	4
39731	2019-03-02T03:13:05	5	3	1001	1
39732	2019-03-02T03:23:38	5	3	1003	1
39733	2019-03-02T03:34:21	5	3	1001	3
39734	2019-03-02T03:35:28	5	3	1001	1
39735	2019-03-02T03:43:27	5	3	1002	2
39736	2019-03-02T03:43:31	5	3	1004	2
39737	2019-03-02T03:54:02	5	3	1002	3
39738	2019-03-02T04:11:44	5	4	1002	3
39739	2019-03-02T04:16:41	5	4	1002	3
